SpeciesID	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10
Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0
Streptococcus_agalactiae	0	0	0	0	0	0	0	0	0	0
Streptococcus_mutans	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0
Staphylococcus_epidermidis	0	0	0	0	0	0	0	0	0	0
Cutibacterium_acnes	0	0	0	0	0	0	0	0	0	0
Helicobacter_pylori	0	0	0	0	0.0766722406841256	0	0	0	0	0
Clostridioides_difficile	0	0	0	0	0	0	0	0	0	0
Bacteroides_fragilis	0	0	0	0	0	0	0	0	0	0
Lactobacillus_fermentum	0	0	0	0	0	0	0	0	0	0
Finegoldia_magna	0	0	0	0	0	0	0	0	0	0.0644029100618767
Bifidobacterium_adolescentis	0.0344996989338637	0	0	0	0	0	0	0	0	0
Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0
Lactobacillus_acidophilus	0	0	0	0	0	0	0	0	0	0
Methanosphaera_stadtmanae	0	0	0	0	0	0	0	0	0	0
Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0
Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0
Streptococcus_sanguinis	0	0.112300763698266	0	0	0	0	0	0	0	0
Leuconostoc_mesenteroides	0	0	0	0	0	0	0	0	0	0
Methanobrevibacter_smithii	0	0	0	0	0	0	0	0	0	0
Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0	0
Streptococcus_gordonii	0.443340706719672	0	0.0207009437783755	0	0	0	0	0	0	0
Campylobacter_hominis	0	0	0	0	0	0	0	0	0	0
Clostridium_botulinum	0	0	0	0	0	0	0	0	0	0
Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0
Eubacterium_rectale	0	0	0.115086553635966	0	0	0	0	0	0	0
Bifidobacterium_animalis	0	0	0	0	0	0	0	0	0	0
Desulfovibrio_desulfuricans	0	0	0	0	0	0	0	0	0	0
Aggregatibacter_aphrophilus	0	0	0	0	0	0	0	0	0	0
Atopobium_parvulum	0	0	0	0.139685541422167	0	0	0	0	0	0
Eggerthella_lenta	0	0	0	0.036117012071525	0	0	0	0	0	0
Veillonella_parvula	0	0	0	0	0	0	0	0	0	0
Gardnerella_vaginalis	0	0	0	0	0	0	0	0	0	0.034551291009571
Lactobacillus_casei	0	0	0	0	0	0	0	0	0	0
Lactobacillus_rhamnosus	0	0	0	0	0	0	0	0	0	0
Haemophilus_influenzae	0	0	0	0	0	0	0	0	0	0
Mycoplasma_hominis	0	0	0	0	0	0	0	0	0	0
Lactobacillus_crispatus	0	0	0	0	0	0	0	0	0	0
Prevotella_melaninogenica	0	0	0	0	0	0	0	0	0	0
Clostridium_saccharolyticum	0	0	0	0	0	0	0	0	0	0
Eubacterium_eligens	0	0	0	0	0	0	0	0	0	0
Peptostreptococcus_stomatis	0	0	0	0	0	0	0	0	0	0
Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0
Eubacterium_ventriosum	0	0	0	0	0	0	0	0	0	0
Blautia_obeum	0	0	0	0	0	0	0	0	0	0
Ruminococcus_torques	0	0	0	0	0	0	0	0	0	0
Dorea_longicatena	0	0	0	0	0	0	0	0	0	0
Absiella_dolichum	0	0	0	0	0	0	0	0.0930914818109844	0	0
