SpeciesID	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10
Lactococcus_lactis	0.00479236298497622	0	0.00224203680954365	0	0	0.000702719168308463	0.00111822557885556	0	0	0.00155028062213937
Streptococcus_agalactiae	0.00393405616572021	0	0	0.00372214094999827	0.00112197000809423	0	0	0	0	0.00693798299406895
Streptococcus_mutans	0.000798238104909787	0	0.00198835123718339	0	0.00260263256910709	0	0	0.000311501761382037	0	0
Bifidobacterium_longum	0.00338923248310169	0	0.000246668755306664	0.00103662438273627	0	0	0	0	0.00073710218146892	0
Staphylococcus_epidermidis	0.000557009309782401	0.00491997834518152	0.00136582983214963	0	0.00287967587825482	0	0.00140044771321002	0	0.000524470695607605	0.00098357198000939
Cutibacterium_acnes	0.00257330538733554	0	0.00178824556166365	0.000207882328107076	0.00448045845944066	0.00297735158681911	0	0.00102950353522946	0	0.00109739269764659
Helicobacter_pylori	0	0	0.00480004963741365	0.00107065969809284	0.00102835226892782	0	0	0	0	0.000649709474008799
Clostridioides_difficile	0	0.00785767656782276	0	0.00204541858415542	0	0	0	0.00668771620172242	0.0237958477952458	0.00402205294385549
Bacteroides_fragilis	0	0	0.00456153462999622	0.00280931923071279	0.001733606956119	0.0017467199677934	0	0	0	0
Lactobacillus_fermentum	0	0.00203761150594405	0.00119740711620615	0.00107153194478243	0.00273438935683209	0.000503730110105695	0	0	0.00158625315256583	0.000494345779297413
Finegoldia_magna	0.000879203161753061	0.00145837868111781	0.00141542609268569	0.00132287553448203	0	0	0	0	0	0
Bifidobacterium_adolescentis	0	0.00200030083869142	0.00155641202263362	0	0.000609313529966659	0	0.00153006619484137	0	0.000212751098433504	0.000499667751051575
Rothia_mucilaginosa	0.000996694113413256	0.000637513101819058	0.00675700251076782	0	0	0.000333152275407558	0	0	0.00114615420305857	0
