SpeciesID	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10
Lactococcus_lactis	0.00183431616192659	0.00682743586515525	0	0	0	0.00401100899074652	0.00408782445835665	0	0	0
Streptococcus_agalactiae	0	0.00438573161361685	0	0	0	0	0	0	0	0.00369322966783317
Streptococcus_mutans	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_longum	0	0	0	0	0.0120189507180377	0	0.00561236151402284	0.00407769520773003	0	0
Staphylococcus_epidermidis	0	0	0	0	0.00344641655136864	0	0	0	0.00822720915009099	0
Cutibacterium_acnes	0	0	0	0	0	0	0	0.00308145868643654	0	0
Helicobacter_pylori	0	0	0	0.00437868981196973	0.00142836256115266	0.00104859036219134	0.00300052234622293	0.00657027713548322	0.00385633361876764	0
Clostridioides_difficile	0	0	0	0	0	0	0.00308431587796797	0	0.00906416013682678	0
Bacteroides_fragilis	0	0	0	0	0	0.00283377009696262	0.0180936536134842	0.0077094703222178	0	0
Lactobacillus_fermentum	0	0	0	0	0	0	0	0	0	0
Finegoldia_magna	0.00454350209152764	0	0.000782112748116057	0.00162180630164817	0	0	0	0.0061387807287831	0	0
Bifidobacterium_adolescentis	0	0.0039836424498157	0	0	0	0	0	0	0	0
Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0
Lactobacillus_acidophilus	0.0105226040505246	0	0	0	0	0.0030133292637481	0	0.00497007803648776	0	0
Methanosphaera_stadtmanae	0	0.0028389259676295	0	0	0	0	0	0	0	0.00843072084869561
Parabacteroides_distasonis	0	0	0	0	0	0	0	0.043917850991305	0	0
Clostridium_perfringens	0	0	0	0	0	0.00416057231127514	0	0	0	0
Streptococcus_sanguinis	0	0	0	0	0	0	0	0	0	0
Leuconostoc_mesenteroides	0	0	0.000839481648123619	0	0	0	0	0	0.00162552843531992	0
Methanobrevibacter_smithii	0.00143558994101644	0	0	0	0	0	0	0	0	0
Lactobacillus_reuteri	0.00696361467993708	0	0.00334780775062389	0	0	0	0	0	0	0
Streptococcus_gordonii	0.00585627862423219	0	0	0.00682755346115867	0	0	0	0	0.00309657205744087	0.00354084424549664
Campylobacter_hominis	0	0	0	0	0.000718108853790297	0	0.00211546045522272	0.000443948443102845	0	0
Clostridium_botulinum	0	0	0	0	0	0	0	0	0.00164379884945222	0
Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0
Eubacterium_rectale	0.0151776054632429	0	0	0	0	0	0	0.0334488831187787	0	0
Bifidobacterium_animalis	0	0	0	0	0	0	0	0	0	0.00225089067521245
Desulfovibrio_desulfuricans	0.00523431953999585	0.00413372475456361	0	0.0134164447025809	0	0	0	0.00321387184957524	0	0
