SpeciesID	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10
Lactococcus_lactis	0.00556018489145935	0	0.00272809228466482	0	0	0.000864932563779808	0.00140389773469433	0	0	0.00197556625638424
Streptococcus_agalactiae	0.00499817930634095	0	0	0.00503621262984195	0.00145339318169029	0	0	0	0	0.00968158048008217
Streptococcus_mutans	0.00107768091354836	0	0.00281531912273767	0	0.00358262366676717	0	0	0.000449507040431729	0	0
Bifidobacterium_longum	0.0041153515170786	0	0.000314120666118766	0.0013405004473066	0	0	0	0	0.000967834799900915	0
Staphylococcus_epidermidis	0.000595975950730709	0.00570642260563713	0.00153263827118131	0	0.00314152474024434	0	0.00162143559465297	0	0.000606813828150898	0.00115588381335614
Cutibacterium_acnes	0.00275860236816168	0	0.00201048909560968	0.000237331461750584	0.00489723365232025	0.00338601453133239	0	0.00117962474344299	0	0.00129211626771898
Helicobacter_pylori	0	0	0.00828394552702918	0.00187631667100158	0.00172538977713797	0	0	0	0	0.00117429082550311
Clostridioides_difficile	0	0.00543911804659756	0	0.0013909837005961	0	0	0	0.00456452897020846	0.0164311900785929	0.00282091118416156
Bacteroides_fragilis	0	0	0.00247226409629208	0.00154613764259778	0.00091345746733508	0.000957615792734874	0	0	0	0
Lactobacillus_fermentum	0	0.00288860616694413	0.00164229479404875	0.00149237367739323	0.00364605688601666	0.000698861831222964	0	0	0.0022432255841029	0.000710076392402978
Finegoldia_magna	0.00121453928474704	0.00218387155537814	0.00205062531089595	0.00194617225511196	0	0	0	0	0	0
Bifidobacterium_adolescentis	0	0.00284797069856392	0.0021439127555178	0	0.000815975571400398	0	0.00217461552097404	0	0.000302165942006565	0.00072082329624422
Rothia_mucilaginosa	0.00120795816876445	0.000837555462455141	0.00858857025823304	0	0	0.000428345003580113	0	0	0.00150210749680285	0
Lactobacillus_acidophilus	0.00095074101834683	0.00233870040907709	0.00152703757070434	0.00106468310764881	0.00429996725801817	0	0	0.000731706923985021	0.00242559853789844	0.00369303906332383
Methanosphaera_stadtmanae	0	0	0	0	0.0029934416642928	0.000392010045246861	0	0.00359142141579106	0.00156017148275026	0
Parabacteroides_distasonis	0.00298854369647247	0.0038731866063095	0	0	0.00561791213275996	0.00394058572388126	0	0	0	0.00102062449032121
Clostridium_perfringens	0	0	0	0	0	0.000568241706089111	0.000194425838195769	0	0	0
