ID	PCOA1	PCOA2	Abd_type	SampleID
S001	0.0669067912172654	-0.158210007636318	Taxonomic	sample_1
S002	-0.10117768239634	-0.113956381021807	Taxonomic	sample_2
S003	0.0265075035201111	-0.15259735501011	Taxonomic	sample_3
S004	0.0276497015787247	0.0161350477713414	Taxonomic	sample_4
S005	-0.0866500952399844	0.0995365668497744	Taxonomic	sample_5
S006	0.0136627621625348	0.00401737879609168	Taxonomic	sample_6
S007	0.175893885409688	-0.0879833699825214	Taxonomic	sample_7
S008	-0.0128987779780494	0.0644716858342065	Taxonomic	sample_8
S009	0.0334855036552254	0.0454349569297142	Taxonomic	sample_9
S010	-0.0151045860504694	-0.0761928072846903	Taxonomic	sample_10
S011	-0.0705495084650103	-0.0135784074627024	Taxonomic	sample_11
S012	0.0156257405798732	-0.0613406388430099	Taxonomic	sample_12
S013	-0.156186993007061	-0.0103397935915405	Taxonomic	sample_13
S014	-0.0223213723162935	0.0622449641493353	Taxonomic	sample_14
S015	-0.0358466400045959	-0.0223969624142602	Taxonomic	sample_15
S016	0.0128980469697487	-0.0656529086367521	Taxonomic	sample_16
S017	0.0424652917820702	0.0586258233320599	Taxonomic	sample_17
S018	-0.0186373942072567	0.0827069352796999	Taxonomic	sample_18
S019	-0.0150070056107416	-0.00225268207427583	Taxonomic	sample_19
S020	0.130576656799234	0.00196418947991861	Taxonomic	sample_20
S021	0.108014257027773	-0.0930652850891901	Taxonomic	sample_21
S022	-0.0694371872468018	-0.034140895041406	Taxonomic	sample_22
S023	-0.0856950756371521	-0.0703578180280904	Taxonomic	sample_23
S024	-0.0899579547587379	-0.0906391325241021	Taxonomic	sample_24
S025	0.0409924014534563	-0.0402010113403	Taxonomic	sample_25
S026	0.10736511659962	0.106360280443697	Taxonomic	sample_26
S027	0.0530222164526104	-0.0331018590384427	Taxonomic	sample_27
S028	0.111965014117865	0.0492818904985476	Taxonomic	sample_28
S029	-0.0971729449506059	0.0397209391449592	Taxonomic	sample_29
S030	0.123539913998025	-0.0368479301236162	Taxonomic	sample_30
S031	0.156203204213865	0.107311706018347	Taxonomic	sample_31
S032	0.0489939613202153	0.00718812691480652	Taxonomic	sample_32
S033	-0.0186327332221602	-0.000300669899983838	Taxonomic	sample_33
S034	0.0099436116473635	0.201046879074403	Taxonomic	sample_34
S035	-0.097559782409713	0.109882549430289	Taxonomic	sample_35
S036	-0.0362854409940492	0.0333187483351962	Taxonomic	sample_36
S037	0.00723554965068164	-0.0647374269650148	Taxonomic	sample_37
S038	0.103124664896888	0.124154027990963	Taxonomic	sample_38
S039	0.000276945360386404	-0.0481472008139755	Taxonomic	sample_39
S040	-0.111733708032157	0.0856495360110876	Taxonomic	sample_40
S041	-0.106769581619211	0.128984167848088	Taxonomic	sample_41
S042	0.014177354057275	-0.0134515044406216	Taxonomic	sample_42
S043	-0.114386425862882	0.0494928228234048	Taxonomic	sample_43
S044	0.050756884214912	-0.145567596064192	Taxonomic	sample_44
S045	0.0913386822091843	-0.0573028843193432	Taxonomic	sample_45
S046	0.0316292031816561	-0.0200305277391554	Taxonomic	sample_46
S047	-0.0453964207672649	-0.145952349955464	Taxonomic	sample_47
S048	0.024182426984145	-0.0542586538881381	Taxonomic	sample_48
S049	-0.0198270354923605	-0.0683010037490514	Taxonomic	sample_49
S050	0.0658767882275395	-0.0467037182759557	Taxonomic	sample_50
S051	-0.0726848927513211	0.0380048099574159	Taxonomic	sample_51
S052	0.0878364920699238	0.0329728598516168	Taxonomic	sample_52
S053	-0.0755964783075108	-0.0554015579788841	Taxonomic	sample_53
S054	0.167634784300351	0.0800439598232729	Taxonomic	sample_54
S055	0.0595882635637888	-0.0270290089879942	Taxonomic	sample_55
S056	0.0531439527166575	-0.0123990356287988	Taxonomic	sample_56
S057	-0.0091847918922691	-0.0746556504527777	Taxonomic	sample_57
S058	0.16327277935791	0.0140487889949259	Taxonomic	sample_58
S059	0.0142092877156958	-0.0462508480759392	Taxonomic	sample_59
S060	-0.00549240781156753	-0.116103383088377	Taxonomic	sample_60
S061	-0.104904301959353	-0.0645494114987874	Taxonomic	sample_61
S062	-0.118149687298306	-0.0427147782565158	Taxonomic	sample_62
S063	0.0852216597476275	0.115849928759284	Taxonomic	sample_63
S064	0.098130285192586	-0.0843305522076921	Taxonomic	sample_64
S065	0.0141157017620806	-0.0996118097162319	Taxonomic	sample_65
S066	-0.0860050102465781	-0.0108241848762194	Taxonomic	sample_66
S067	-0.0975925411640239	0.169828290775395	Taxonomic	sample_67
S068	-0.0632330845219358	0.0148079115689216	Taxonomic	sample_68
S069	0.0511650019358475	0.0270523237127157	Taxonomic	sample_69
S070	0.0119198992629248	0.125659552181484	Taxonomic	sample_70
S071	-0.183196294393427	0.138263130931441	Taxonomic	sample_71
S072	-0.0231410204417993	-0.110829640166141	Taxonomic	sample_72
S073	0.0338716838922209	-0.028546869826435	Taxonomic	sample_73
S074	0.0149110718777707	-0.0690799292990484	Taxonomic	sample_74
S075	0.0202245000415649	0.111224929954001	Taxonomic	sample_75
S076	-0.00328115043067882	0.0812979765416431	Taxonomic	sample_76
S077	0.0399857203679337	0.0591777664889225	Taxonomic	sample_77
S078	0.0629369587467652	0.0318674159399347	Taxonomic	sample_78
S079	-0.0317469789373732	0.0266675405728181	Taxonomic	sample_79
S080	0.162143388172691	0.0527935615507159	Taxonomic	sample_80
S081	-0.0915261032911985	-0.190278831836137	Taxonomic	sample_81
S082	0.0747361335043066	0.0913761941030316	Taxonomic	sample_82
S083	-0.0338588454195719	-0.139235025549996	Taxonomic	sample_83
S084	-0.0717028356152992	0.0308621208158976	Taxonomic	sample_84
S085	-0.0497976100223928	-0.0308321262685962	Taxonomic	sample_85
S086	0.119864548712929	-0.0412828057817909	Taxonomic	sample_86
S087	0.0455865330436327	-0.0648892846581496	Taxonomic	sample_87
S088	-0.0622006924075037	0.053878798209573	Taxonomic	sample_88
S089	-0.0621147303694141	0.0246442284228796	Taxonomic	sample_89
S090	-0.0703468195878223	-0.0289968191697733	Taxonomic	sample_90
S091	-0.160549562768672	0.00201827945142711	Taxonomic	sample_91
S092	0.0283609656700773	-0.0114939347158609	Taxonomic	sample_92
S093	0.102210507102621	0.0415459081018472	Taxonomic	sample_93
S094	-0.047140049110209	0.0335558456299752	Taxonomic	sample_94
S095	-0.0100379985095808	0.105848812503275	Taxonomic	sample_95
S096	-0.09497946372738	0.0323722200654449	Taxonomic	sample_96
S097	-0.0134861681309513	0.0420828647965066	Taxonomic	sample_97
S098	0.00200879370083604	0.146352493057473	Taxonomic	sample_98
S099	-0.186199267576509	-0.0476602710687673	Taxonomic	sample_99
S100	0.047994141214867	0.0229768046451707	Taxonomic	sample_100
S001.1	-0.16423414660211	0.00952978805200737	Sequence	sample_1
S002.1	0.060619004223326	-0.148140351033686	Sequence	sample_2
S003.1	-0.0857612708546327	0.0120992896852033	Sequence	sample_3
S004.1	0.0126527300855342	-0.000114583301907283	Sequence	sample_4
S005.1	0.046061107354736	-0.0308006472352119	Sequence	sample_5
S006.1	-0.0288449719104	0.106303590866381	Sequence	sample_6
S007.1	-0.134513815981868	0.0841027623542336	Sequence	sample_7
S008.1	0.0141073591317963	0.00338895986980888	Sequence	sample_8
S009.1	0.0407702975607407	0.1077027961668	Sequence	sample_9
S010.1	-0.0749761854891534	-0.0580576775415651	Sequence	sample_10
S011.1	0.0350213779540211	-0.0932889242966095	Sequence	sample_11
S012.1	0.0216992688621844	0.0970307192418411	Sequence	sample_12
S013.1	0.0800762903655164	-0.131371791035995	Sequence	sample_13
S014.1	0.0485524436572682	0.0143534316554012	Sequence	sample_14
S015.1	0.0506696760574754	-0.124996204821929	Sequence	sample_15
S016.1	-0.0122892559359903	0.0355791493691388	Sequence	sample_16
S017.1	0.0144541771810613	0.00358467129116506	Sequence	sample_17
S018.1	0.0190247296611889	-0.0220946728335825	Sequence	sample_18
S019.1	0.0375001324679018	0.0547675276462198	Sequence	sample_19
S020.1	-0.0753156394443634	0.0939248214645806	Sequence	sample_20
S021.1	-0.111849259513677	0.029956013571858	Sequence	sample_21
S022.1	-0.0181449540509457	-0.0682430536348918	Sequence	sample_22
S023.1	0.0530435701308871	0.0158350515219661	Sequence	sample_23
S024.1	0.0735120729629532	-0.11127414279716	Sequence	sample_24
S025.1	-0.0371797289248885	0.0426433732384586	Sequence	sample_25
S026.1	0.0588202073562536	0.0528493305184721	Sequence	sample_26
S027.1	-0.085154078961888	-0.118987935278726	Sequence	sample_27
S028.1	-0.165885726313548	-0.0251199739015627	Sequence	sample_28
S029.1	0.102077947870174	-0.0270519522208475	Sequence	sample_29
S030.1	-0.113545366860619	0.100782304381132	Sequence	sample_30
S031.1	0.0301429406935485	0.103274413131479	Sequence	sample_31
S032.1	0.072257635600431	0.0107265935616647	Sequence	sample_32
S033.1	0.0893718889258656	-0.0270314909168141	Sequence	sample_33
S034.1	0.109154899252796	-0.0329286662690721	Sequence	sample_34
S035.1	0.079834228612465	-0.011471378325816	Sequence	sample_35
S036.1	0.109750648305949	-0.0376208614171797	Sequence	sample_36
S037.1	-0.0771197992583342	0.0321388383575596	Sequence	sample_37
S038.1	0.063139054786195	0.042796023629697	Sequence	sample_38
S039.1	-0.0220736009824176	-0.0306597646000317	Sequence	sample_39
S040.1	0.105931634659327	-0.0997775062091437	Sequence	sample_40
S041.1	0.116919255616208	-0.107645606819237	Sequence	sample_41
S042.1	0.072839478895434	0.107090020327572	Sequence	sample_42
S043.1	-0.0839044554714729	-0.068204109491908	Sequence	sample_43
S044.1	-0.104627620630161	-0.0850552041460592	Sequence	sample_44
S045.1	-0.0350404609858399	0.145672163594546	Sequence	sample_45
S046.1	-0.00217879971169763	0.0253966446249526	Sequence	sample_46
S047.1	-0.00757495314357527	0.0973978206115495	Sequence	sample_47
S048.1	-0.0312983200420586	0.0199557436821012	Sequence	sample_48
S049.1	0.00408103068930185	0.0500017859432269	Sequence	sample_49
S050.1	-0.0870062199522746	-0.103393681282397	Sequence	sample_50
S051.1	0.0695476956474614	-0.0367206794431756	Sequence	sample_51
S052.1	-0.0375186329823987	0.00916654713587005	Sequence	sample_52
S053.1	0.0921761824128195	-0.0501444485294287	Sequence	sample_53
S054.1	-0.0221075110982344	0.209708090177325	Sequence	sample_54
S055.1	-0.104222376221795	0.00432330052727289	Sequence	sample_55
S056.1	-0.0552712745168953	0.0376240745993956	Sequence	sample_56
S057.1	0.0483174527709488	0.0372994151522273	Sequence	sample_57
S058.1	-0.0394794781729473	0.144027597063631	Sequence	sample_58
S059.1	4.97295763251404e-05	0.114094940970673	Sequence	sample_59
S060.1	0.0459399683402213	-0.0602973652793306	Sequence	sample_60
S061.1	-0.0659355814416764	-0.190567456083952	Sequence	sample_61
S062.1	0.0391294890085405	-0.0822187628444991	Sequence	sample_62
S063.1	0.0313882635683019	0.169479088110932	Sequence	sample_63
S064.1	-0.111775032764549	-0.0163644319753718	Sequence	sample_64
S065.1	-0.178240371546887	-0.115927700442425	Sequence	sample_65
S066.1	0.0467101605515651	-0.0679008291993892	Sequence	sample_66
S067.1	0.134792302733727	-0.0114484811433852	Sequence	sample_67
S068.1	0.0268459790430249	0.0451449722707369	Sequence	sample_68
S069.1	0.0329462795274268	-0.0162961614246859	Sequence	sample_69
S070.1	0.0638626607756716	0.0999761240132686	Sequence	sample_70
S071.1	0.160068967076005	-0.0252695208986087	Sequence	sample_71
S072.1	-0.116430753204646	-0.00502121563496141	Sequence	sample_72
S073.1	-0.196939755329307	-0.128754254544291	Sequence	sample_73
S074.1	-0.11066679545033	-0.0316987274003831	Sequence	sample_74
S075.1	0.0781039596102678	0.0612007380927662	Sequence	sample_75
S076.1	0.0583459528274088	-0.0683391283669856	Sequence	sample_76
S077.1	-0.0110085142198203	0.0988616438807389	Sequence	sample_77
S078.1	-0.0139831894294839	0.12018876082792	Sequence	sample_78
S079.1	0.0582716851415119	0.0855065335205233	Sequence	sample_79
S080.1	-0.119329804119069	0.021409900945609	Sequence	sample_80
S081.1	-0.0444643878476037	-0.0482615380184036	Sequence	sample_81
S082.1	-0.132616469888605	0.00891463541350802	Sequence	sample_82
S083.1	-0.174711414330431	-0.171710088419108	Sequence	sample_83
S084.1	0.0611152000714549	-0.0743357460461787	Sequence	sample_84
S085.1	0.0245922027451708	-0.0170680190311557	Sequence	sample_85
S086.1	-0.165726865756632	-0.0957461152559267	Sequence	sample_86
S087.1	-0.160379455349649	0.0838024787305829	Sequence	sample_87
S088.1	0.0811989767957861	0.0580932410443865	Sequence	sample_88
S089.1	0.0370855637620621	0.0333643979819364	Sequence	sample_89
S090.1	0.0821523772863605	0.136548895396158	Sequence	sample_90
S091.1	0.0528283446507045	-0.162134709901865	Sequence	sample_91
S092.1	0.010142112219364	0.0302644161992948	Sequence	sample_92
S093.1	-0.0238686317439422	0.0881342612223005	Sequence	sample_93
S094.1	0.0661416586342592	-0.0200060965548091	Sequence	sample_94
S095.1	0.037190551541237	0.116518355491725	Sequence	sample_95
S096.1	0.0927993246246586	-0.0719770459259823	Sequence	sample_96
S097.1	-0.0173869996694622	0.00489514245308189	Sequence	sample_97
S098.1	0.11770474278202	-0.111144107252602	Sequence	sample_98
S099.1	0.128029739917512	-0.0593350835586096	Sequence	sample_99
S100.1	0.0610193135439268	-0.0154132869940315	Sequence	sample_100
