ID	NMDS1	NMDS2	Abd_type	SampleID
S001	-0.0251321316794343	6.76806698458673e-05	Taxonomic	sample_1
S002	-0.045522061821153	-0.0378304478707374	Taxonomic	sample_2
S003	-0.066257063555928	0.0550738758577531	Taxonomic	sample_3
S004	0.0293421007712379	-0.119264701933404	Taxonomic	sample_4
S005	0.139739158509703	0.0237607945159005	Taxonomic	sample_5
S006	-0.0771007518165371	0.0463486757437325	Taxonomic	sample_6
S007	-0.0091253328849344	0.00356017709870104	Taxonomic	sample_7
S008	-0.0175536745307806	0.107632129497258	Taxonomic	sample_8
S009	0.112407226167797	-0.0838923186006814	Taxonomic	sample_9
S010	0.032560710666103	0.00103376924297457	Taxonomic	sample_10
S011	0.00782706033269533	-0.0590006708524779	Taxonomic	sample_11
S012	-0.045623611887864	-0.104538049789743	Taxonomic	sample_12
S013	0.0683004445670723	0.048809365315902	Taxonomic	sample_13
S014	-0.104776801866189	-0.0393300932912374	Taxonomic	sample_14
S015	-0.0722717584302552	-0.0060875030185927	Taxonomic	sample_15
S016	-0.00899696983903036	-0.0588370145446886	Taxonomic	sample_16
S017	-0.0622359367823879	0.0987885865134865	Taxonomic	sample_17
S018	0.0141968321327106	0.134375266902239	Taxonomic	sample_18
S019	-0.0918106637724352	-0.0200757947246869	Taxonomic	sample_19
S020	0.0490628820299057	-0.0411283957256597	Taxonomic	sample_20
S021	-0.0606523782062907	0.0272796876622423	Taxonomic	sample_21
S022	0.0845845511826096	0.0211084501977251	Taxonomic	sample_22
S023	-0.0390018953482964	-0.0704924079962509	Taxonomic	sample_23
S024	0.0343551266016492	0.0559801183744103	Taxonomic	sample_24
S025	-0.124748530038684	0.0623811966933096	Taxonomic	sample_25
S026	-0.028172741137028	0.0838341198324226	Taxonomic	sample_26
S027	-0.00433721611204187	-0.0908708220006395	Taxonomic	sample_27
S028	-0.0484036331882815	0.0813559767117217	Taxonomic	sample_28
S029	0.0618141931117701	0.0684776520840735	Taxonomic	sample_29
S030	-0.0870612205867868	0.0350184712212861	Taxonomic	sample_30
S031	-0.0986419657048171	0.112025156938457	Taxonomic	sample_31
S032	-0.068186769161598	-0.0293649290721126	Taxonomic	sample_32
S033	-0.0698313051349801	-0.106423985188538	Taxonomic	sample_33
S034	-0.0329617387019973	0.136744151426018	Taxonomic	sample_34
S035	0.0975935539726098	-0.109379742080814	Taxonomic	sample_35
S036	0.023209145592415	0.0685353607936513	Taxonomic	sample_36
S037	0.114966987473103	0.073965485933337	Taxonomic	sample_37
S038	-0.0502165309678101	0.11219606942543	Taxonomic	sample_38
S039	0.00316566379120146	-0.106446181531208	Taxonomic	sample_39
S040	-0.0354004546787404	-0.0309054175823649	Taxonomic	sample_40
S041	-0.0896220531096301	-0.0871742085388349	Taxonomic	sample_41
S042	0.0608687355483879	-0.0590851181715887	Taxonomic	sample_42
S043	0.0879106604760746	0.0892318751601907	Taxonomic	sample_43
S044	-0.0265087641313425	0.0201024405745692	Taxonomic	sample_44
S045	0.0307427951136128	-0.0274923508191292	Taxonomic	sample_45
S046	-0.102140125567497	0.00173112525800481	Taxonomic	sample_46
S047	-0.114446050743796	-0.00731534290796033	Taxonomic	sample_47
S048	0.0523284456422075	0.00114109461613172	Taxonomic	sample_48
S049	0.0991090915753522	-0.000622392195485348	Taxonomic	sample_49
S050	-0.0226934400195428	-0.0875087708573892	Taxonomic	sample_50
S051	0.0969437949482783	0.0260027992577202	Taxonomic	sample_51
S052	0.00243632958705196	0.107155810923697	Taxonomic	sample_52
S053	-0.0107704897965633	-0.0457309025178877	Taxonomic	sample_53
S054	0.0918605325616038	-0.0151199969330359	Taxonomic	sample_54
S055	-0.00881780883717053	-0.0245881788563315	Taxonomic	sample_55
S056	0.0407089827286766	0.0792913925794941	Taxonomic	sample_56
S057	-0.130368735369056	0.0288294669969902	Taxonomic	sample_57
S058	-0.0197588130170711	0.0463357936458626	Taxonomic	sample_58
S059	-0.0593555059595168	-0.0645321228314627	Taxonomic	sample_59
S060	-0.0953517979500532	-0.0467161703128468	Taxonomic	sample_60
S061	-0.106553655447161	-0.0739897457337872	Taxonomic	sample_61
S062	0.060168033005304	0.0222418356678348	Taxonomic	sample_62
S063	-0.14482414588481	0.0206976034602025	Taxonomic	sample_63
S064	-0.044193773359874	0.0160823995530493	Taxonomic	sample_64
S065	0.00668587588243689	0.0552248080605263	Taxonomic	sample_65
S066	-0.0556834306435915	-0.0467538003043978	Taxonomic	sample_66
S067	0.103600329455723	0.091387426208363	Taxonomic	sample_67
S068	0.118544026751621	0.0356072168948477	Taxonomic	sample_68
S069	-0.137028304399892	-0.0231329309911801	Taxonomic	sample_69
S070	0.0747776836884381	-0.0357234696856762	Taxonomic	sample_70
S071	0.154768285423637	-0.00669437013884856	Taxonomic	sample_71
S072	-0.018040502009661	0.0624826496699987	Taxonomic	sample_72
S073	-0.0420381340335277	0.0509974737078069	Taxonomic	sample_73
S074	0.0375339489661011	0.0241685710435333	Taxonomic	sample_74
S075	0.0650985611263725	-0.100852340158643	Taxonomic	sample_75
S076	0.00860554807436503	0.0871302734457338	Taxonomic	sample_76
S077	0.132461087730597	-0.0232256481724588	Taxonomic	sample_77
S078	0.0423570169413569	0.124949634602491	Taxonomic	sample_78
S079	0.0807792123059866	-0.0983690623653632	Taxonomic	sample_79
S080	-0.0697063280545434	0.0770459187669833	Taxonomic	sample_80
S081	0.00896001895455153	-0.0150964913349793	Taxonomic	sample_81
S082	0.111051012524227	-0.0493410851461624	Taxonomic	sample_82
S083	0.100031744777304	0.0523416799930673	Taxonomic	sample_83
S084	0.0632841034748687	0.116794816994752	Taxonomic	sample_84
S085	0.0064322599698304	-0.12999391333156	Taxonomic	sample_85
S086	-0.0601522495285531	0.0143490702250752	Taxonomic	sample_86
S087	0.0062957651060322	0.0269519951696731	Taxonomic	sample_87
S088	0.0554003748735562	-0.0803839122087396	Taxonomic	sample_88
