	S001	S002	S003	S004	S005	S006	S007	S008	S009	S010	S011	S012	S013	S014	S015	S016	S017	S018	S019	S020	S021	S022	S023	S024	S025	S026	S027	S028	S029	S030	S031	S032	S033	S034	S035	S036	S037	S038	S039	S040	S041	S042	S043	S044	S045	S046	S047	S048	S049	S050	S051	S052	S053	S054	S055	S056	S057	S058	S059	S060	S061	S062	S063	S064	S065	S066	S067	S068	S069	S070	S071	S072	S073	S074	S075	S076	S077	S078	S079	S080	S081	S082	S083	S084	S085	S086	S087	S088	S089	S090	S091	S092	S093	S094	S095	S096	S097	S098	S099	S100
S001	0	0.388015	0.399063	0.442687	0.480776	0.35075	0.48082	0.347554	0.376741	0.374391	0.372586	0.487975	0.389385	0.374427	0.395187	0.342138	0.405446	0.305934	0.371915	0.467053	0.387106	0.48665	0.302799	0.455425	0.381429	0.401809	0.343265	0.34253	0.321995	0.479388	0.45602	0.336888	0.475245	0.351782	0.446384	0.379175	0.490673	0.39333	0.448248	0.506002	0.357803	0.430048	0.365226	0.388395	0.371973	0.306984	0.34724	0.421298	0.3738	0.380734	0.37079	0.372403	0.311113	0.363029	0.454319	0.442455	0.437719	0.413841	0.522843	0.358653	0.374484	0.472872	0.4189	0.394458	0.410453	0.363741	0.396754	0.358733	0.461429	0.346002	0.334857	0.358424	0.590871	0.334753	0.385437	0.358223	0.364309	0.358941	0.319085	0.357098	0.548893	0.361792	0.382955	0.387978	0.339644	0.349043	0.471294	0.570994	0.379329	0.383376	0.399166	0.598929	0.472082	0.395344	0.367795	0.413035	0.422128	0.39942	0.369604	0.430832
S002	0.388015	0	0.388056	0.436103	0.449583	0.359025	0.481858	0.357485	0.382045	0.367087	0.332159	0.484743	0.384265	0.377526	0.372412	0.335564	0.381726	0.463648	0.359799	0.460865	0.381155	0.446198	0.373489	0.45987	0.382362	0.400549	0.345604	0.376645	0.312355	0.478076	0.438499	0.297552	0.475755	0.36205	0.428289	0.383452	0.510739	0.392915	0.397016	0.502204	0.356043	0.427558	0.357267	0.388796	0.35516	0.352084	0.37178	0.427186	0.354723	0.433263	0.381875	0.371657	0.40469	0.360715	0.455739	0.437236	0.427236	0.406954	0.526377	0.328388	0.379429	0.50883	0.469959	0.410884	0.41426	0.348061	0.398436	0.364505	0.460501	0.375525	0.339725	0.403756	0.541636	0.348102	0.394481	0.33242	0.330622	0.349244	0.335949	0.354682	0.53923	0.36113	0.359931	0.384678	0.352359	0.365863	0.473514	0.570667	0.345887	0.272655	0.424407	0.598082	0.47075	0.377341	0.353761	0.406525	0.41794	0.407599	0.353405	0.414072
S003	0.399063	0.388056	0	0.435481	0.47505	0.341179	0.455422	0.347266	0.359284	0.371547	0.33235	0.471326	0.362071	0.357616	0.309022	0.328721	0.375791	0.463825	0.356837	0.463139	0.380147	0.473577	0.364952	0.452654	0.382702	0.393069	0.338853	0.369578	0.29456	0.369296	0.436525	0.314506	0.470356	0.356632	0.434696	0.378343	0.400469	0.381172	0.434632	0.496524	0.337768	0.409256	0.3402	0.375801	0.337652	0.339589	0.377419	0.422031	0.35363	0.406336	0.376874	0.357261	0.350562	0.357079	0.454394	0.400027	0.431929	0.398497	0.519962	0.363743	0.356304	0.496715	0.466299	0.394638	0.410776	0.329197	0.376896	0.351919	0.421151	0.387304	0.32063	0.383956	0.565086	0.342701	0.388008	0.33658	0.328431	0.348376	0.329117	0.345797	0.542281	0.337086	0.362077	0.3708	0.334089	0.365376	0.472718	0.566206	0.369445	0.374047	0.416291	0.530515	0.457537	0.365563	0.351346	0.375582	0.417405	0.397583	0.363426	0.388737
S004	0.442687	0.436103	0.435481	0	0.498107	0.395632	0.508556	0.38657	0.380409	0.410326	0.402616	0.518272	0.399846	0.349204	0.418282	0.375655	0.395253	0.492188	0.378665	0.449119	0.419481	0.505216	0.404046	0.459448	0.411039	0.4063	0.360221	0.393797	0.332474	0.493924	0.480282	0.342318	0.487942	0.370906	0.446025	0.375091	0.533838	0.417859	0.46703	0.515731	0.331921	0.357716	0.38953	0.381851	0.399232	0.386768	0.411243	0.411045	0.400511	0.458007	0.41269	0.403601	0.430972	0.404468	0.464702	0.41816	0.458922	0.42212	0.509142	0.398323	0.381412	0.525962	0.492365	0.420049	0.41202	0.351791	0.422424	0.378711	0.484409	0.339595	0.358389	0.436679	0.606609	0.368114	0.424793	0.362521	0.370028	0.382214	0.372831	0.391832	0.566745	0.389605	0.400039	0.400397	0.377011	0.344006	0.485457	0.581636	0.417638	0.40372	0.45004	0.605189	0.471466	0.367024	0.388623	0.348331	0.447656	0.440133	0.395591	0.449903
S005	0.480776	0.449583	0.47505	0.498107	0	0.432783	0.545205	0.416562	0.440065	0.455449	0.40486	0.548119	0.455899	0.466553	0.461151	0.417938	0.457033	0.511198	0.436828	0.511653	0.455205	0.541242	0.448876	0.470885	0.455468	0.465316	0.430136	0.438459	0.414867	0.528904	0.518045	0.411567	0.536186	0.430824	0.504187	0.416975	0.56725	0.457885	0.499317	0.543791	0.413294	0.489685	0.417933	0.463353	0.448622	0.435714	0.452953	0.493066	0.436423	0.496763	0.459963	0.448628	0.467874	0.413554	0.517317	0.502036	0.48415	0.478596	0.579306	0.390828	0.455139	0.562861	0.532094	0.475439	0.47664	0.410449	0.45231	0.441041	0.505157	0.469326	0.411332	0.475825	0.632887	0.431125	0.423432	0.432051	0.425704	0.358281	0.390872	0.431209	0.556176	0.428612	0.446267	0.439167	0.424454	0.446918	0.535381	0.613129	0.460187	0.431413	0.490139	0.625055	0.520063	0.461758	0.426882	0.450832	0.469077	0.478232	0.43617	0.496024
S006	0.35075	0.359025	0.341179	0.395632	0.432783	0	0.448025	0.289985	0.317959	0.32614	0.296895	0.455589	0.327069	0.307708	0.305785	0.277509	0.352866	0.406024	0.30946	0.417918	0.350341	0.441267	0.303231	0.409413	0.335189	0.358241	0.280275	0.293033	0.274565	0.42787	0.402812	0.263121	0.428562	0.294411	0.398659	0.326365	0.45942	0.337319	0.369612	0.457637	0.274059	0.372079	0.312817	0.329317	0.300522	0.291767	0.271583	0.370405	0.311865	0.376595	0.346929	0.316203	0.347613	0.321557	0.399125	0.391661	0.381329	0.355776	0.483741	0.306528	0.308415	0.459991	0.432988	0.359185	0.342784	0.283236	0.351909	0.287593	0.406283	0.349989	0.282919	0.364272	0.556936	0.289242	0.338987	0.287165	0.295764	0.299246	0.273503	0.268439	0.495136	0.306195	0.329553	0.318816	0.290214	0.29695	0.431823	0.511049	0.342685	0.325967	0.375891	0.568716	0.420103	0.340104	0.292934	0.360292	0.354238	0.361295	0.313442	0.396335
S007	0.48082	0.481858	0.455422	0.508556	0.545205	0.448025	0	0.425212	0.448893	0.449583	0.452307	0.554196	0.445628	0.468816	0.393171	0.414728	0.477902	0.513793	0.384693	0.535862	0.458457	0.5327	0.453836	0.518324	0.446658	0.47947	0.435579	0.412698	0.42493	0.41475	0.504551	0.42707	0.533033	0.453052	0.490899	0.461359	0.577586	0.455992	0.51214	0.560058	0.424252	0.496282	0.446445	0.469586	0.289991	0.436964	0.46763	0.491735	0.445234	0.504015	0.465104	0.462276	0.442337	0.435246	0.518611	0.463498	0.483041	0.484992	0.576975	0.442667	0.461053	0.566412	0.533511	0.476269	0.463442	0.437964	0.449421	0.445159	0.250717	0.465259	0.434471	0.484743	0.569836	0.423273	0.467215	0.445376	0.390783	0.428682	0.43146	0.441139	0.597634	0.423876	0.429572	0.452336	0.384091	0.441439	0.542307	0.621412	0.320464	0.458325	0.488216	0.651928	0.5352	0.439941	0.419863	0.390508	0.488989	0.413151	0.431232	0.50931
S008	0.347554	0.357485	0.347266	0.38657	0.416562	0.289985	0.425212	0	0.296601	0.278492	0.285989	0.373709	0.31438	0.332768	0.325332	0.265252	0.338647	0.406262	0.297649	0.405692	0.346212	0.404814	0.30277	0.391504	0.325736	0.27569	0.272584	0.304837	0.268092	0.422228	0.406417	0.244708	0.376911	0.238172	0.375212	0.307346	0.467463	0.268774	0.379406	0.454968	0.269293	0.343878	0.27007	0.292425	0.311701	0.254223	0.327122	0.364856	0.287385	0.367867	0.337395	0.297151	0.349357	0.29219	0.393064	0.367557	0.349095	0.34655	0.464012	0.288054	0.32226	0.445459	0.408129	0.311419	0.348545	0.266656	0.350656	0.264664	0.415015	0.321633	0.277165	0.357204	0.551726	0.274815	0.308998	0.282769	0.281401	0.275408	0.280053	0.257335	0.457164	0.297876	0.295972	0.273617	0.274202	0.308994	0.418785	0.508136	0.325681	0.31257	0.360962	0.56062	0.419285	0.310697	0.275637	0.336673	0.34066	0.353218	0.295479	0.391446
S009	0.376741	0.382045	0.359284	0.380409	0.440065	0.317959	0.448893	0.296601	0	0.327029	0.332762	0.448896	0.299659	0.334254	0.353621	0.298383	0.369044	0.432646	0.33288	0.438741	0.355224	0.445252	0.335057	0.428242	0.329778	0.341889	0.317138	0.326585	0.277114	0.444596	0.427212	0.282748	0.441184	0.325551	0.395895	0.340124	0.489981	0.338066	0.376565	0.417193	0.291015	0.379876	0.290034	0.342452	0.338095	0.295697	0.340452	0.367088	0.333568	0.381043	0.350418	0.33243	0.355161	0.311825	0.422016	0.358414	0.376793	0.371153	0.481587	0.320858	0.349584	0.457997	0.420503	0.361789	0.361774	0.308917	0.348531	0.32924	0.422644	0.35473	0.30081	0.362077	0.553773	0.309161	0.35972	0.313137	0.298302	0.30903	0.300547	0.300462	0.511628	0.293843	0.340362	0.314936	0.301892	0.294025	0.438087	0.529525	0.355425	0.343019	0.378549	0.575132	0.439826	0.345485	0.310594	0.3068	0.388686	0.377616	0.313643	0.400988
S010	0.374391	0.367087	0.371547	0.410326	0.455449	0.32614	0.449583	0.278492	0.327029	0	0.331275	0.475536	0.298623	0.34849	0.356239	0.307133	0.364937	0.445859	0.333023	0.435982	0.339936	0.460917	0.333962	0.431796	0.352942	0.356251	0.304317	0.351066	0.286146	0.422849	0.433444	0.296147	0.45119	0.328255	0.304429	0.337821	0.496222	0.346607	0.422253	0.476421	0.323107	0.375458	0.313659	0.342607	0.325131	0.312495	0.35498	0.381311	0.336654	0.37943	0.339937	0.298518	0.376332	0.30781	0.399131	0.414177	0.411595	0.378512	0.486861	0.33786	0.348754	0.486664	0.436821	0.299656	0.379485	0.321931	0.342104	0.310023	0.438505	0.370356	0.309299	0.369537	0.556425	0.291067	0.342725	0.280747	0.315287	0.332616	0.29464	0.320465	0.525563	0.315192	0.343657	0.34482	0.290194	0.339936	0.422566	0.549699	0.361823	0.339981	0.379187	0.57331	0.419868	0.353992	0.324748	0.358596	0.377065	0.377326	0.310587	0.392556
