ID	PCOA1	PCOA2	Abd_type	SampleID
S001	-0.0861598013183975	0.0333144919339949	Taxonomic	sample_1
S002	-0.108956849553237	0.0809413045424905	Taxonomic	sample_2
S003	-0.0153639089677375	-0.0703382674022082	Taxonomic	sample_3
S004	-0.111415604641537	0.163347204780774	Taxonomic	sample_4
S005	0.248515103164253	0.0571641618947922	Taxonomic	sample_5
S006	0.106385838847801	-0.196160186947745	Taxonomic	sample_6
S007	0.0803702914826051	0.00983466995126363	Taxonomic	sample_7
S008	0.01872490628042	0.0195817534311738	Taxonomic	sample_8
S009	0.018741314866694	-0.00391196187611632	Taxonomic	sample_9
S010	0.0334146541693819	-0.0850203249519233	Taxonomic	sample_10
S011	0.0434739538666249	0.0294937456719288	Taxonomic	sample_11
S012	-0.0412675020270303	-0.131524931053957	Taxonomic	sample_12
S013	0.172180166875103	0.0076869999740209	Taxonomic	sample_13
S014	0.0630314317313953	0.0352425733667657	Taxonomic	sample_14
S015	0.0469585676761962	-0.0289130161711012	Taxonomic	sample_15
S016	0.00209270635148681	0.0856559964076791	Taxonomic	sample_16
S017	0.124603115413329	-0.0391730784748839	Taxonomic	sample_17
S018	0.0273852277890883	0.132844472431817	Taxonomic	sample_18
S019	-0.128737115871107	-0.125321334275702	Taxonomic	sample_19
S020	0.0231905887631553	-0.0421522033684502	Taxonomic	sample_20
S021	-0.0346873567408167	0.150332668554919	Taxonomic	sample_21
S022	-0.153007502083462	0.0170593341442291	Taxonomic	sample_22
S023	0.0245024267380462	-0.0857645847406143	Taxonomic	sample_23
S024	0.0982894044718171	0.0525924765561376	Taxonomic	sample_24
S025	0.0362109607967887	-0.0649298937850334	Taxonomic	sample_25
S026	-0.0997363789616987	0.0791362147905412	Taxonomic	sample_26
S027	-0.0552716721898292	0.0868160231826028	Taxonomic	sample_27
S028	0.0312856605799217	-0.12521870332391	Taxonomic	sample_28
S029	-0.0222711288407697	0.118962301840523	Taxonomic	sample_29
S030	0.0103683969046481	-0.146846000550787	Taxonomic	sample_30
S031	-0.0438360516077202	0.0377264609842808	Taxonomic	sample_31
S032	0.0330630146322081	-0.0326029017529641	Taxonomic	sample_32
S033	0.034580896311764	-0.139568967175965	Taxonomic	sample_33
S034	0.00811749907610858	0.134894579767747	Taxonomic	sample_34
S035	0.0290876077272479	-0.0602904695119043	Taxonomic	sample_35
S036	-0.178215581123547	0.0367585912665107	Taxonomic	sample_36
S037	-0.0718070652186402	0.0755422758189768	Taxonomic	sample_37
S038	0.0428520739997221	-0.0318833190985735	Taxonomic	sample_38
S039	0.0198958720107766	0.0017262419702725	Taxonomic	sample_39
S040	-0.0214721810487066	-0.0287628651696553	Taxonomic	sample_40
S041	0.0486819796210845	-0.0157508655348366	Taxonomic	sample_41
S042	-0.0280330343389083	0.010714573939916	Taxonomic	sample_42
S043	-0.104552976897817	-0.0633851885935103	Taxonomic	sample_43
S044	-0.0361575086908551	0.0216402428851384	Taxonomic	sample_44
S045	0.0109169418645851	-0.0353500666669044	Taxonomic	sample_45
S046	0.0464367511473209	-0.0406089875013137	Taxonomic	sample_46
S047	-0.0781909377776551	0.074879784879655	Taxonomic	sample_47
S048	-0.0276164012058887	0.13776316758397	Taxonomic	sample_48
S049	0.126461098227611	-0.055130459143776	Taxonomic	sample_49
S050	0.0450876883496481	0.0759537049770864	Taxonomic	sample_50
S051	-0.101720158101263	-0.0439426565410722	Taxonomic	sample_51
S052	-0.0307078507962613	-0.186113495036762	Taxonomic	sample_52
S053	-0.116782799918113	-0.0266383525010834	Taxonomic	sample_53
S054	-0.080909985379401	0.00689249069781671	Taxonomic	sample_54
S055	-0.120396594975584	-0.12921170697169	Taxonomic	sample_55
S056	-0.0414745528707467	-0.114120901662554	Taxonomic	sample_56
S057	0.0201591097301764	0.087232588357876	Taxonomic	sample_57
S058	0.00365731395312149	0.0805159365801803	Taxonomic	sample_58
S059	0.0978214209349993	-0.097688039450595	Taxonomic	sample_59
S060	-0.0626291573356743	-0.0349764745661177	Taxonomic	sample_60
S061	-0.101872407366344	-0.0310791507051443	Taxonomic	sample_61
S062	0.0423083427321685	0.0291349478558513	Taxonomic	sample_62
S063	0.00593197022656691	0.037446327541382	Taxonomic	sample_63
S064	-0.0393743227557652	0.184856194451833	Taxonomic	sample_64
S065	-0.084522502751962	-0.0975906256567155	Taxonomic	sample_65
S066	-0.00349026834075498	0.099899677629433	Taxonomic	sample_66
S067	-0.0624543361852632	0.0313414310250964	Taxonomic	sample_67
S068	-0.0865999247495259	0.013507078719596	Taxonomic	sample_68
S069	0.0342679382949838	-0.0368405769856269	Taxonomic	sample_69
S070	0.162214638884639	0.128666507645136	Taxonomic	sample_70
S071	0.0225090725824259	-0.124145681370176	Taxonomic	sample_71
S072	-0.0292303912293845	0.0397041721326025	Taxonomic	sample_72
S073	-0.112807517916475	-0.0518153097418675	Taxonomic	sample_73
S074	-0.04318904304669	0.102670157811058	Taxonomic	sample_74
S075	0.0875629665234645	0.0609734631613295	Taxonomic	sample_75
S076	0.131969941022546	0.106772979583203	Taxonomic	sample_76
S077	0.0511584426614844	-0.0112864124828275	Taxonomic	sample_77
S078	-0.0414751581943586	-0.043943700067076	Taxonomic	sample_78
S079	0.047613895899467	0.0696044937622691	Taxonomic	sample_79
S080	-0.0511822128457626	-0.0955545447644481	Taxonomic	sample_80
S081	-0.0773617561490207	-0.0315690015998019	Taxonomic	sample_81
S082	-0.00542244757725873	0.00662606924576438	Taxonomic	sample_82
S083	-0.20810679567908	-0.144746265041914	Taxonomic	sample_83
S084	0.069787067895208	0.0864512449385949	Taxonomic	sample_84
S085	0.167843964558688	-0.051122459004293	Taxonomic	sample_85
S086	0.265655627783685	-0.0781338458790091	Taxonomic	sample_86
S087	-0.104573501461839	0.107691996671506	Taxonomic	sample_87
