ID	NMDS1	NMDS2	Abd_type	SampleID
S001	-0.0972011108012161	-0.075800754088598	Taxonomic	sample_1
S002	-0.0377996350357803	-0.0965124483310789	Taxonomic	sample_2
S003	0.101469678115205	-0.0220352013575896	Taxonomic	sample_3
S004	0.062237751594769	-0.143455309330702	Taxonomic	sample_4
S005	-0.11216001904193	0.118760579358773	Taxonomic	sample_5
S006	-0.00569904203234945	0.0844162517677537	Taxonomic	sample_6
S007	0.0259140093841794	0.129330106096804	Taxonomic	sample_7
S008	-0.0286185808018174	-0.0179536719873509	Taxonomic	sample_8
S009	-0.0670845987627569	0.0478432587465848	Taxonomic	sample_9
S010	0.0608729100554504	-0.0156056790942986	Taxonomic	sample_10
S011	-0.0963046405116379	0.00601824486135397	Taxonomic	sample_11
S012	-0.0227018926727736	-0.108892625986785	Taxonomic	sample_12
S013	0.0364894307220437	0.0886160741522143	Taxonomic	sample_13
S014	0.0693451293088788	-0.093287109873932	Taxonomic	sample_14
S015	0.102512023785353	-0.0549435144451751	Taxonomic	sample_15
S016	-0.0501761056330392	0.00773998433982031	Taxonomic	sample_16
S017	0.0793880898336086	-0.0854676653341235	Taxonomic	sample_17
S018	-0.132605223050932	-0.0408933515049221	Taxonomic	sample_18
S019	0.0386249463701433	-0.0594849966515163	Taxonomic	sample_19
S020	0.0700479494855357	-0.0484015901662214	Taxonomic	sample_20
S021	0.0805114696279789	0.0502141359540772	Taxonomic	sample_21
S022	0.110332086526883	0.121009453419795	Taxonomic	sample_22
S023	-0.0347469031809768	-0.0326352586244674	Taxonomic	sample_23
S024	-0.0957830215990586	0.0976309769875686	Taxonomic	sample_24
S025	-0.078067209996526	-0.0451417200496504	Taxonomic	sample_25
S026	-0.00171489349409808	-0.0772788779814091	Taxonomic	sample_26
S027	0.0131539525104645	-0.00856915387962549	Taxonomic	sample_27
S028	-0.0601578241613652	0.0183824868590467	Taxonomic	sample_28
S029	-0.0384368179018215	-0.0532502913206777	Taxonomic	sample_29
S030	0.153191205322397	-0.0401827573633733	Taxonomic	sample_30
S031	0.136192321140774	0.0564650237960762	Taxonomic	sample_31
S032	-0.0050670888289081	-0.0191594408167715	Taxonomic	sample_32
S033	0.0378110080304124	-0.113349638137213	Taxonomic	sample_33
S034	0.0444574458625286	0.0584216289808607	Taxonomic	sample_34
S035	0.0892543900128563	0.0256195242189385	Taxonomic	sample_35
S036	-0.0238215146742656	0.0872355096343853	Taxonomic	sample_36
S037	-0.131994579175629	-0.0788122402453986	Taxonomic	sample_37
S038	0.062070440449979	0.0289693154476554	Taxonomic	sample_38
S039	-0.022133180491535	0.061961751468286	Taxonomic	sample_39
S040	-0.133711327958819	0.0379418826241235	Taxonomic	sample_40
S041	0.00708317626329759	0.0235601237688258	Taxonomic	sample_41
S042	0.0220228817423335	-0.124208783765129	Taxonomic	sample_42
S043	-0.0257131793476412	0.0112993100989599	Taxonomic	sample_43
S044	-0.056479394575399	-0.0923275394094007	Taxonomic	sample_44
