ID	PCOA1	PCOA2	Abd_type	SampleID
S001	-0.0280500663385648	-0.00263863079273009	Taxonomic	sample_1
S002	-0.0975232342476676	-0.0167222459447298	Taxonomic	sample_2
S003	0.00869249510340844	0.0690458337175746	Taxonomic	sample_3
S004	-0.108893519851006	-0.0763137145352227	Taxonomic	sample_4
S005	0.172785903243953	-0.125716250300815	Taxonomic	sample_5
S006	0.186831910339954	0.0887409707519478	Taxonomic	sample_6
S007	0.0484728075471125	-0.0396744993313122	Taxonomic	sample_7
S008	0.0320303928115098	-0.0362256458225882	Taxonomic	sample_8
S009	-0.0427165872266314	-0.0298993140044595	Taxonomic	sample_9
S010	0.103499932317991	0.0201830849066041	Taxonomic	sample_10
S011	0.0359353133126476	-0.0357368286492071	Taxonomic	sample_11
S012	0.0142312609798421	0.0832585266488155	Taxonomic	sample_12
S013	0.140403325244904	-0.0669876954596953	Taxonomic	sample_13
S014	0.0536314067126115	-0.0083439822355209	Taxonomic	sample_14
S015	-0.0361126379506113	0.00765948197035444	Taxonomic	sample_15
S016	-0.037006904540206	-0.0802380068042686	Taxonomic	sample_16
S017	0.0730355796096954	-0.0252696382308077	Taxonomic	sample_17
S018	0.000115721259965951	-0.126548453428153	Taxonomic	sample_18
S019	-0.0434262549000459	0.118674929072549	Taxonomic	sample_19
S020	0.0295771059286632	0.0115627309388149	Taxonomic	sample_20
S021	-0.0703564009232961	-0.0825083011130166	Taxonomic	sample_21
S022	-0.130702893162662	0.023397826874314	Taxonomic	sample_22
S023	-0.0271187989002062	0.0329970524826151	Taxonomic	sample_23
S024	0.0257609762884261	-0.0658449135856821	Taxonomic	sample_24
S025	0.11621614617174	0.0437373978890965	Taxonomic	sample_25
S026	-0.0793876614948911	-0.0393031979161581	Taxonomic	sample_26
S027	-0.000834168359048303	-0.019039795134264	Taxonomic	sample_27
S028	0.024703770987972	0.102098111746327	Taxonomic	sample_28
S029	-0.0946805954015218	-0.105615181968875	Taxonomic	sample_29
S030	0.0334623443053523	0.10530230460641	Taxonomic	sample_30
S031	-0.0469471156171284	-0.0160392075738961	Taxonomic	sample_31
S032	0.144260120787067	0.0112578450706487	Taxonomic	sample_32
S033	0.0814514928188613	0.0810653754526671	Taxonomic	sample_33
S034	-0.0524005693536218	-0.107923043205134	Taxonomic	sample_34
S035	0.0420051432698773	0.0123930786423752	Taxonomic	sample_35
S036	-0.046918805253641	0.0217158106657374	Taxonomic	sample_36
S037	-0.115698320909414	0.00460502975392464	Taxonomic	sample_37
S038	0.016082525362114	0.00747428403828883	Taxonomic	sample_38
S039	0.0447854255819841	0.00735476446720087	Taxonomic	sample_39
S040	0.0666057868740822	0.016719187442163	Taxonomic	sample_40
S041	0.0161170499914941	0.0180767238802516	Taxonomic	sample_41
S042	-0.020497323387868	-0.0298904023155655	Taxonomic	sample_42
S043	0.0293103751334637	0.0703233141493334	Taxonomic	sample_43
S044	-0.0481697313295497	-0.00574878609372181	Taxonomic	sample_44
S045	0.000526936572255204	0.0150555583000532	Taxonomic	sample_45
S046	0.0559616154178745	-0.00481712786027803	Taxonomic	sample_46
S047	-0.0156272855406357	-0.0233713045568946	Taxonomic	sample_47
S048	-0.0892111279832155	-0.0953028915407329	Taxonomic	sample_48
S049	0.0815366496737044	0.00844148510802998	Taxonomic	sample_49
S050	-0.0280929425757994	-0.06377714460697	Taxonomic	sample_50
S051	-0.0716703901890211	0.0619057899071927	Taxonomic	sample_51
