tax_id	taxonomy	type	name	kingdom	score	score_normalized	reads	unambiguous	reference_length
1581081	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas|Stenotrophomonas_sp._HMSC10F06	species	Stenotrophomonas_sp._HMSC10F06	Bacteria	0.005128205128205128	1.198349458386468E-6	1	0	4114905
1	root	root	root	root	480847.9999999997	399.99999999999744	480848	480848	0
1581082	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas|Stenotrophomonas_sp._HMSC10F07	species	Stenotrophomonas_sp._HMSC10F07	Bacteria	0.005128205128205128	1.198349458386468E-6	1	0	4491970
2	root|cellular_organisms|Bacteria	superkingdom	Bacteria	Bacteria	427939.0366738319	99.99999999999982	429868	426260	0
385025	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Cycloclasticus|Cycloclasticus_sp._P1	species	Cycloclasticus_sp._P1	Bacteria	0.03841035034431589	8.97565939365136E-6	3	0	2363215
1581085	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas_sp._HMSC11A05	species	Pseudomonas_sp._HMSC11A05	Bacteria	0.07850495390392027	1.8344891953326414E-5	12	0	6322964
131079	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Limnobacter	genus	Limnobacter	Bacteria	0.00205761316872428	4.80819227130373E-7	1	0	0
1581086	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_sp._HMSC11C05	species	Streptococcus_sp._HMSC11C05	Bacteria	0.010227272727272727	2.389890113032104E-6	2	0	2057851
1286171	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Peptoclostridium|Peptoclostridium_acidaminophilum|Peptoclostridium_acidaminophilum_DSM_3953	no_rank	Peptoclostridium_acidaminophilum_DSM_3953	Bacteria	0.07692307692307693	1.797524187579702E-5	1	0	3055036
1400861	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|unclassified_Gammaproteobacteria|Competibacteraceae|Candidatus_Contendobacter|Candidatus_Contendobacter_odensis|Candidatus_Contendobacter_odensis_Run_B_J11	no_rank	Candidatus_Contendobacter_odensis_Run_B_J11	Bacteria	0.008849557522123894	2.067948180401427E-6	1	0	4611646
1400860	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|unclassified_Gammaproteobacteria|Competibacteraceae|Candidatus_Contendobacter|Candidatus_Contendobacter_odensis	species	Candidatus_Contendobacter_odensis	Bacteria	0.008849557522123894	2.067948180401427E-6	1	0	0
9	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Buchnera|Buchnera_aphidicola	species	Buchnera_aphidicola	Bacteria	0.0025252525252525255	5.900963242054578E-7	1	0	0
10	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Cellvibrio	genus	Cellvibrio	Bacteria	0.20123102818997382	4.702329326019141E-5	7	0	0
1581075	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria_sp._HMSC31F04	species	Neisseria_sp._HMSC31F04	Bacteria	1.381267323719918	3.2277198510700456E-4	10	0	2257660
1581076	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_sp._HMSC10A01	species	Streptococcus_sp._HMSC10A01	Bacteria	0.1810897435897436	4.2316715249272156E-5	3	0	2170492
1400857	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|unclassified_Gammaproteobacteria|Competibacteraceae	family	Competibacteraceae	Bacteria	0.008849557522123894	2.067948180401427E-6	1	0	0
999425	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_sp._F0442	species	Streptococcus_sp._F0442	Bacteria	0.010227272727272727	2.389890113032104E-6	2	0	2231248
1400859	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|unclassified_Gammaproteobacteria|Competibacteraceae|Candidatus_Contendobacter	genus	Candidatus_Contendobacter	Bacteria	0.008849557522123894	2.067948180401427E-6	1	0	0
999424	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_sp._F0441	species	Streptococcus_sp._F0441	Bacteria	0.010227272727272727	2.389890113032104E-6	2	0	2000650
1581064	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella_sp._HMSC25G12	species	Klebsiella_sp._HMSC25G12	Bacteria	0.030449320442094523	7.1153406987038966E-6	6	0	5916718
65553	root|cellular_organisms|Bacteria|Proteobacteria|delta/epsilon_subdivisions|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Sulfurospirillum|Sulfurospirillum_deleyianum	species	Sulfurospirillum_deleyianum	Bacteria	0.024390243902439025	5.699466936228323E-6	1	0	0
1196034	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella_sp._10982	species	Klebsiella_sp._10982	Bacteria	0.008197272055365183	1.9155233229197124E-6	2	0	6082330
18	root|cellular_organisms|Bacteria|Proteobacteria|delta/epsilon_subdivisions|Deltaproteobacteria|Desulfuromonadales|Desulfuromonadaceae|Pelobacter	genus	Pelobacter	Bacteria	3.647039072039072	8.522333228550003E-4	21	0	0
1581068	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus_sp._HMSC29A04	species	Enterococcus_sp._HMSC29A04	Bacteria	0.004166666666666667	9.736589349390053E-7	1	0	4321789
22	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella	genus	Shewanella	Bacteria	1.0449884844319022	2.441909699461179E-4	18	0	0
1335308	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia_cepacia_complex|Burkholderia_sp._AU4i	species	Burkholderia_sp._AU4i	Bacteria	0.00205761316872428	4.80819227130373E-7	1	0	9267974
24	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella_putrefaciens	species	Shewanella_putrefaciens	Bacteria	0.027451241005074137	6.414755059141064E-6	7	0	0
1564681	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Carnobacterium|Carnobacterium_sp._CP1	species	Carnobacterium_sp._CP1	Bacteria	0.005208333333333333	1.2170736686737564E-6	1	0	2614401
90142	root|cellular_organisms|Archaea|Euryarchaeota|Thermoplasmata|Thermoplasmatales|Ferroplasmaceae	family	Ferroplasmaceae	Archaea	0.8	0.0015692418510338414	1	0	0
1622072	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus_testis	species	Bacillus_testis	Bacteria	0.1669579412522961	3.9014421902236715E-5	8	0	3987368
1622073	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium_sp._mt5	species	Clostridium_sp._mt5	Bacteria	3.06293640878666	7.157412963756291E-4	14	0	2542842
1196083	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Snodgrassella|Snodgrassella_alvi	species	Snodgrassella_alvi	Bacteria	0.18602124941242226	4.346910037894131E-5	6	0	0
49186	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Marinobacterium|Marinobacterium_stanieri	species	Marinobacterium_stanieri	Bacteria	0.03213927462653253	7.510246056619647E-6	4	0	0
270374	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Marinobacter|Marinobacter_sp._ELB17	species	Marinobacter_sp._ELB17	Bacteria	0.03447027695753486	8.054950355886222E-6	5	0	4894744
155680	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_entericus	species	Streptococcus_entericus	Bacteria	0.010227272727272727	2.389890113032104E-6	2	0	0
1261622	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae|Thioalkalivibrio|Thioalkalivibrio_sp._ALJ2	species	Thioalkalivibrio_sp._ALJ2	Bacteria	0.004608294930875576	1.0768578082274714E-6	1	0	2881727
1581118	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas_sp._HMSC05H02	species	Pseudomonas_sp._HMSC05H02	Bacteria	0.07193572359544763	1.680980640480245E-5	10	0	6401307
1261621	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Rhodocyclales|Rhodocyclaceae|Azoarcus|Azoarcus_toluclasticus|Azoarcus_toluclasticus_ATCC_700605	no_rank	Azoarcus_toluclasticus_ATCC_700605	Bacteria	0.03575969485060394	8.356259136475888E-6	3	0	5925983
1892404	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus_sp._ABP14	species	Bacillus_sp._ABP14	Bacteria	0.030246735791090627	7.068001093376351E-6	3	0	5152566
90153	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Chromobacterium_group	no_rank	Chromobacterium_group	Bacteria	37331.28736417056	8.723505958776062	37405	37237	0
1581104	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria_sp._HMSC15C08	species	Neisseria_sp._HMSC15C08	Bacteria	0.01098901098901099	2.567891696542432E-6	1	0	2462129
1581105	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Achromobacter|Achromobacter_sp._HMSC15D03	species	Achromobacter_sp._HMSC15D03	Bacteria	0.018859927950837043	4.40715296679321E-6	3	0	6633798
663587	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Bacillales|Sporolactobacillaceae|unclassified_Sporolactobacillaceae	no_rank	unclassified_Sporolactobacillaceae	Bacteria	0.13095238095238093	3.06007093837973E-5	3	0	0
