ID	UMAP1	UMAP2	Abd_type	SampleID
S001	-0.66757612205304	1.43014726021678	Taxonomic	sample_1
S002	-0.375680800491346	-0.866996453661931	Taxonomic	sample_2
S003	1.0586095088497	1.28814885449093	Taxonomic	sample_3
S004	0.570129062045241	1.80229396396315	Taxonomic	sample_4
S005	-0.731412579045313	-0.557857693751058	Taxonomic	sample_5
S006	-0.333230292312571	1.15332223100613	Taxonomic	sample_6
S007	0.64955436430194	1.52533777717698	Taxonomic	sample_7
S008	-1.18084789519527	1.28727808296434	Taxonomic	sample_8
S009	-0.792569222480703	1.52691540345523	Taxonomic	sample_9
S010	1.16665552381376	0.265288826872924	Taxonomic	sample_10
S011	-1.98054407345533	0.45698052841464	Taxonomic	sample_11
S012	-0.792838147207565	-0.416778396632774	Taxonomic	sample_12
S013	-1.54802818552092	0.940380659421284	Taxonomic	sample_13
S014	-1.74224722595731	-0.624894756066507	Taxonomic	sample_14
S015	0.119576182200825	-0.0517533224241675	Taxonomic	sample_15
S016	1.19162699777835	-0.524928836448948	Taxonomic	sample_16
S017	0.104391505534249	-1.60365521610554	Taxonomic	sample_17
S018	-0.111878184225758	-1.85354175931461	Taxonomic	sample_18
S019	0.44014023198002	-1.71514230978929	Taxonomic	sample_19
S020	0.0397873723700775	0.382995469856078	Taxonomic	sample_20
S021	1.09353750950586	0.853980149593906	Taxonomic	sample_21
S022	1.03038864154374	-0.252318184229654	Taxonomic	sample_22
S023	-1.24894134032553	-0.993838916460039	Taxonomic	sample_23
S024	-0.0580670049421905	0.928449966720658	Taxonomic	sample_24
S025	0.96357468701299	-1.26268394110775	Taxonomic	sample_25
S026	1.66937216738648	-0.772488270082655	Taxonomic	sample_26
S027	-0.115647436110305	-1.91748110751516	Taxonomic	sample_27
S028	-0.0840149181012442	-0.312432114883093	Taxonomic	sample_28
S029	0.599201129981554	1.11392710496326	Taxonomic	sample_29
S030	-2.11986745053865	-0.460335027575213	Taxonomic	sample_30
S031	-0.479558857664025	-1.47757358429285	Taxonomic	sample_31
S032	-1.04416996309382	-0.0402915921416742	Taxonomic	sample_32
S033	1.55385813941645	0.595667498056578	Taxonomic	sample_33
S034	-0.741099702718466	1.59905014340311	Taxonomic	sample_34
S035	0.0580892534075623	-0.250670789005742	Taxonomic	sample_35
S036	-1.08558403912884	0.397513898883679	Taxonomic	sample_36
S037	-0.774094752037749	0.8315023963493	Taxonomic	sample_37
S038	0.839402383053752	-0.762949386147294	Taxonomic	sample_38
S039	-0.714442146826526	-1.9824386442946	Taxonomic	sample_39
S040	0.13650804580461	0.755807553953296	Taxonomic	sample_40
S041	-1.67021313247958	1.17931551161041	Taxonomic	sample_41
S042	-0.881269759813203	0.0652309389260135	Taxonomic	sample_42
S043	-0.417811416448336	-0.0227995211137562	Taxonomic	sample_43
S044	-1.29439981142753	-0.424482834807817	Taxonomic	sample_44
S045	-0.509322425262958	-0.948689311853303	Taxonomic	sample_45
S046	-1.60424398555747	0.460418456258415	Taxonomic	sample_46
S047	0.870939736860847	1.34339241512341	Taxonomic	sample_47
S048	-1.28069368817305	-1.22105001805217	Taxonomic	sample_48
S049	0.00355714621438663	-1.06635224461117	Taxonomic	sample_49
S050	0.916741648442858	0.275064753760673	Taxonomic	sample_50
S051	0.815669532056814	0.540306306315561	Taxonomic	sample_51
S052	-0.688843018376313	-1.39783946663514	Taxonomic	sample_52
S053	-0.058940849680416	-0.769869684021013	Taxonomic	sample_53
S054	-0.375300924037757	1.14804706480898	Taxonomic	sample_54
S055	-0.276885180708057	1.80913703207599	Taxonomic	sample_55
S056	1.61710180742708	0.20456958991061	Taxonomic	sample_56
S057	0.287522285851257	1.40884616912843	Taxonomic	sample_57
S058	1.97878586532001	-0.46457498872486	Taxonomic	sample_58
S059	-0.767335961917683	0.0249969776897374	Taxonomic	sample_59
S060	0.404139491625945	-0.31918382989805	Taxonomic	sample_60
S061	2.17238298405064	-0.217642182166815	Taxonomic	sample_61
S062	-0.296649170274472	0.200564595920049	Taxonomic	sample_62
S063	-1.27675915785897	0.892005043792903	Taxonomic	sample_63
S064	0.627190939492845	-1.785010513898	Taxonomic	sample_64
S065	1.37435691734938	1.03132963863494	Taxonomic	sample_65
S066	-1.63325444348635	-0.776508857310048	Taxonomic	sample_66
S067	1.52544787769096	-0.638363336316568	Taxonomic	sample_67
S068	0.146538909689032	-1.97971142040736	Taxonomic	sample_68
S069	1.1316137658186	-1.04180140488273	Taxonomic	sample_69
S070	2.07168361599956	0.185009284049584	Taxonomic	sample_70
S071	1.72342289388049	0.697151284046917	Taxonomic	sample_71
S072	-0.635771475135332	-2.18773474148472	Taxonomic	sample_72
S073	0.00139070323315149	0.535064723472969	Taxonomic	sample_73
S074	0.44901930829834	0.442731853700715	Taxonomic	sample_74
