ID	UMAP1	UMAP2	Abd_type	SampleID
S001	0.984159646092964	-1.23964464635516	Taxonomic	sample_1
S002	0.622184469701186	-0.254193709421194	Taxonomic	sample_2
S003	1.55140191312205	0.439802674245015	Taxonomic	sample_3
S004	0.028261058140435	0.327368341812755	Taxonomic	sample_4
S005	-1.08215492637834	0.500550343432781	Taxonomic	sample_5
S006	-0.485158524426458	-0.997878412139698	Taxonomic	sample_6
S007	-0.62261250451147	0.777658631714819	Taxonomic	sample_7
S008	0.309200463726302	0.994445950433363	Taxonomic	sample_8
S009	-0.0851159728754389	0.596503973789945	Taxonomic	sample_9
S010	0.415283530074738	-1.42175802523851	Taxonomic	sample_10
S011	-1.77293888781934	-0.0433584358877668	Taxonomic	sample_11
S012	0.205396899824824	-1.77932773351011	Taxonomic	sample_12
S013	-1.09814003668551	0.0746543418492959	Taxonomic	sample_13
S014	-1.53460915679654	0.385442784046881	Taxonomic	sample_14
S015	0.110063917490969	-0.946117803094902	Taxonomic	sample_15
S016	-0.213100016245546	0.0867749010259344	Taxonomic	sample_16
S017	-1.02658895490009	-0.586375299462352	Taxonomic	sample_17
S018	-0.809908047613379	1.49570911489318	Taxonomic	sample_18
S019	-0.19138944108381	0.604105935490931	Taxonomic	sample_19
S020	1.02198669345704	0.880236483870762	Taxonomic	sample_20
S021	0.419717190834674	-0.225346998965398	Taxonomic	sample_21
S022	-1.45543779604965	0.186840231367824	Taxonomic	sample_22
S023	-0.286944186962445	-1.00812141190346	Taxonomic	sample_23
S024	-1.65673737205839	0.425574678567057	Taxonomic	sample_24
S025	0.526490431762705	1.87300963613551	Taxonomic	sample_25
S026	-0.243324257463444	1.50755686622909	Taxonomic	sample_26
S027	-0.400385359711002	-0.176241091759697	Taxonomic	sample_27
S028	-1.29249457718959	-1.13005148810533	Taxonomic	sample_28
S029	-0.208888668950845	1.52919859574469	Taxonomic	sample_29
S030	1.63728701509724	1.11215188629233	Taxonomic	sample_30
S031	0.880886748806619	0.620552299489973	Taxonomic	sample_31
S032	1.29356443127433	-1.2014966154327	Taxonomic	sample_32
S033	-0.0412444609366833	-1.52220074286088	Taxonomic	sample_33
S034	-0.00219974292312419	-0.643938780203331	Taxonomic	sample_34
S035	-0.770672464442836	0.403926232813993	Taxonomic	sample_35
S036	-0.454087176540252	0.343271524183024	Taxonomic	sample_36
S037	1.5049740320811	1.61773688300588	Taxonomic	sample_37
S038	-1.63890394202757	-0.967107829196921	Taxonomic	sample_38
S039	-1.43456667010098	-0.799940832973994	Taxonomic	sample_39
S040	0.825172816708445	2.18227868458229	Taxonomic	sample_40
S041	-1.02947126439728	-1.70013295981627	Taxonomic	sample_41
S042	-0.521318497859297	-2.07145471326005	Taxonomic	sample_42
S043	1.43640403725883	-0.558748120713912	Taxonomic	sample_43
S044	-1.8140419035136	-0.65089177051571	Taxonomic	sample_44
S045	1.17469929941067	0.0343823129663022	Taxonomic	sample_45
S046	1.12424984371454	-1.17499486257533	Taxonomic	sample_46
S047	0.304852797298315	1.64517576280754	Taxonomic	sample_47
S048	0.26846442513848	0.840212748578762	Taxonomic	sample_48
S049	0.963857632221904	0.314421202521687	Taxonomic	sample_49
S050	0.0685786051211327	-0.476268820188868	Taxonomic	sample_50
S051	-0.752406850014487	-1.99042591748432	Taxonomic	sample_51
S052	-0.0457724061475383	-2.09636330859653	Taxonomic	sample_52
S053	-0.474926493864295	-1.53169347767603	Taxonomic	sample_53
S054	2.11053082664804	-0.251016313108203	Taxonomic	sample_54
S055	2.3973573040898	0.327295887136013	Taxonomic	sample_55
S056	-1.55494042491651	-1.3534881946687	Taxonomic	sample_56
S057	-1.43411730021692	0.963888966516829	Taxonomic	sample_57
S058	-1.02814219568493	1.0721380267416	Taxonomic	sample_58
S059	-0.740313589008757	-1.37226061298556	Taxonomic	sample_59
S060	0.0819271058841486	-1.52606131585949	Taxonomic	sample_60
S061	0.619197226196346	1.45889905903287	Taxonomic	sample_61
S062	-1.83786195423536	0.714037402403986	Taxonomic	sample_62
S063	-0.87561699261832	0.0343080291326306	Taxonomic	sample_63
S064	0.120071436051857	-0.493653014455578	Taxonomic	sample_64
S065	1.87383462720578	-0.607554766481275	Taxonomic	sample_65
S066	-1.30021912511222	-0.142543869582423	Taxonomic	sample_66
S067	1.34614635649255	1.61246918132913	Taxonomic	sample_67
S068	-0.398498023368271	0.991991322712217	Taxonomic	sample_68
S069	0.753237555972716	1.01692657556499	Taxonomic	sample_69
S070	-1.0390515015537	1.71816934320872	Taxonomic	sample_70
S071	1.49406203350538	-0.319578754964478	Taxonomic	sample_71
S072	-0.866059337431158	-0.474515073784575	Taxonomic	sample_72
