ID	PCOA1	PCOA2	Abd_type	SampleID
S001	0.120223495511526	-2.58550268524047	Taxonomic	sample_1
S002	-0.478447280124271	-0.237417104528921	Taxonomic	sample_2
S003	-0.841229040679657	0.915285228201343	Taxonomic	sample_3
S004	0.460648793949067	-0.692561443907488	Taxonomic	sample_4
S005	0.845107025067174	-0.627861307034823	Taxonomic	sample_5
S006	-1.25212489755582	-0.0821416828319099	Taxonomic	sample_6
S007	1.02390179927092	-1.23699250177983	Taxonomic	sample_7
S008	2.9109475296543	-1.47377652869349	Taxonomic	sample_8
S009	-0.263862024833433	-0.979373097440066	Taxonomic	sample_9
S010	1.42977295722712	2.25961211048066	Taxonomic	sample_10
S011	-1.80219263487031	0.982823024796003	Taxonomic	sample_11
S012	2.10557401752041	0.329258125016732	Taxonomic	sample_12
S013	-0.111316852694447	-0.652289224671498	Taxonomic	sample_13
S014	0.804133963231089	-0.889323433111779	Taxonomic	sample_14
S015	-0.274361382827858	0.301894294925459	Taxonomic	sample_15
S016	-0.406594066188861	1.82648662668587	Taxonomic	sample_16
S017	-1.94918871197173	-1.37053309166289	Taxonomic	sample_17
S018	-0.232489642135997	-0.00869685139836361	Taxonomic	sample_18
S019	0.732213777414161	0.017816341340542	Taxonomic	sample_19
S020	-0.684099014801717	0.528923952757535	Taxonomic	sample_20
S021	-0.625355736249161	-1.57031987435992	Taxonomic	sample_21
S022	1.40497557001993	0.400425725068826	Taxonomic	sample_22
S023	0.0731978492563562	0.864892580483919	Taxonomic	sample_23
S024	0.587181526960504	2.52546483681067	Taxonomic	sample_24
S025	0.73566407153029	-0.930424486150613	Taxonomic	sample_25
S026	-0.315169648408075	0.244728165042994	Taxonomic	sample_26
S027	0.445967707249739	-0.886472225841728	Taxonomic	sample_27
S028	-0.000432324183269384	1.00807641182711	Taxonomic	sample_28
S029	-2.00795403929998	0.207085085076797	Taxonomic	sample_29
S030	-0.168586936230874	-0.365169737061998	Taxonomic	sample_30
S031	-0.496614654232792	0.339890142530154	Taxonomic	sample_31
S032	-0.809457973530253	-1.65494663504385	Taxonomic	sample_32
S033	0.685577785261076	1.2735847774354	Taxonomic	sample_33
S034	0.448484560335837	-0.580221323922986	Taxonomic	sample_34
S035	0.714433173478528	-1.6770613755057	Taxonomic	sample_35
S036	0.658078678738405	1.36717306265232	Taxonomic	sample_36
S037	0.787199608984276	-0.513998104045748	Taxonomic	sample_37
S038	0.103010151639933	-0.136452961689117	Taxonomic	sample_38
S039	0.0645235056781291	0.273266356587872	Taxonomic	sample_39
S040	-1.49693308202843	2.07032326665299	Taxonomic	sample_40
S041	-0.258060324181802	-1.62087076262988	Taxonomic	sample_41
S042	-0.307029023997517	0.286977283437174	Taxonomic	sample_42
S043	1.01717718368697	0.615323044061628	Taxonomic	sample_43
S044	1.08227120810608	0.778153478808949	Taxonomic	sample_44
S045	-0.189288116183375	1.57306192608138	Taxonomic	sample_45
S046	1.32399656659931	0.0375160616520652	Taxonomic	sample_46
S047	0.701996490985316	-0.528333904087117	Taxonomic	sample_47
S048	-0.889945626486717	0.0421394791672171	Taxonomic	sample_48
S049	0.0436783076258258	1.22333356288893	Taxonomic	sample_49
S050	0.497092516164343	-1.08412881061625	Taxonomic	sample_50
S051	-1.59323730297004	0.426473774317569	Taxonomic	sample_51
S052	-0.181747989286931	-0.750247670756357	Taxonomic	sample_52
S053	0.867530961017645	-0.0684473077541476	Taxonomic	sample_53
S054	-0.00824066422774826	1.27802210155545	Taxonomic	sample_54
S055	-1.75136598652267	0.541658753084867	Taxonomic	sample_55
S056	-0.110785675553605	-0.0541780743155679	Taxonomic	sample_56
S057	-1.01841557743019	0.331859980284243	Taxonomic	sample_57
S058	0.0319129021496539	0.271781890998342	Taxonomic	sample_58
S059	-1.03659209431836	-1.29623180342184	Taxonomic	sample_59
S060	-0.491663415974552	0.753541445777823	Taxonomic	sample_60
S061	-1.15681222954343	0.837843728828614	Taxonomic	sample_61
S062	0.102908891844506	1.22505183382222	Taxonomic	sample_62
S063	2.57742984891564	-0.47232125579706	Taxonomic	sample_63
S064	0.986678850291699	0.00889283878410855	Taxonomic	sample_64
S065	-0.115756572843228	1.56006855109	Taxonomic	sample_65
S066	1.40338423255393	-1.31540760297229	Taxonomic	sample_66
S067	0.967912928325097	-0.595573302194503	Taxonomic	sample_67
S068	-0.397149887506534	0.0148866737289541	Taxonomic	sample_68
S069	-1.20571728974268	-1.02996323352638	Taxonomic	sample_69
S070	0.809207773257767	0.418770889580472	Taxonomic	sample_70
S071	-0.603282000542359	1.7702135472778	Taxonomic	sample_71
S072	0.728478498659159	0.630014302090445	Taxonomic	sample_72
S073	-0.00412508714219415	0.281664224773649	Taxonomic	sample_73
S074	-0.314932811308208	0.354163701357701	Taxonomic	sample_74
S075	0.708395988615262	1.80072726933167	Taxonomic	sample_75
S076	1.84739384680488	-0.791244048364314	Taxonomic	sample_76
S077	-1.59819675658047	-1.57663255290084	Taxonomic	sample_77
S078	-1.36868826403023	-2.28418500315741	Taxonomic	sample_78
S079	-0.651092512266025	1.06129744911237	Taxonomic	sample_79
S080	0.0184786675030554	-0.150980782258567	Taxonomic	sample_80
S081	0.610179766568674	-1.80287413212187	Taxonomic	sample_81
S082	-0.518322992205552	-1.01156353571285	Taxonomic	sample_82
S083	-1.82818410793976	-0.386290129563472	Taxonomic	sample_83
S084	0.300885596123716	0.855638190002067	Taxonomic	sample_84
S085	-0.0474060288979382	-0.624898399240046	Taxonomic	sample_85
S086	0.241974628918203	1.04871427365133	Taxonomic	sample_86
S087	1.34064503884924	0.155086075731832	Taxonomic	sample_87
S088	-1.2604392912257	0.0505171013417555	Taxonomic	sample_88
S089	1.84556792791255	0.32218839560565	Taxonomic	sample_89
S090	0.845074829196213	-0.611088936349323	Taxonomic	sample_90
S091	-1.63945204560882	0.0361290749504619	Taxonomic	sample_91
S092	-0.424937060358711	0.611171779785318	Taxonomic	sample_92
S093	-1.37224499246382	-1.10185035607575	Taxonomic	sample_93
S094	0.337486312686679	0.372141506453427	Taxonomic	sample_94
S095	-2.09038640347138	-0.901745790484077	Taxonomic	sample_95
S096	-1.12769828429933	0.0737293415580238	Taxonomic	sample_96
S097	0.167964613464381	0.622553751579672	Taxonomic	sample_97
S098	0.199994626355918	-0.307709075353448	Taxonomic	sample_98
S099	0.238711176994367	-0.109322469925953	Taxonomic	sample_99
S100	0.792378629801965	-0.38069278142386	Taxonomic	sample_100
S001.1	-2.08558521847324	-0.551357260500554	Sequence	sample_1
S002.1	-1.43365515306124	1.57231566686079	Sequence	sample_2
S003.1	0.967574517450396	0.223183537319881	Sequence	sample_3
S004.1	0.259539268016397	-1.93106340720905	Sequence	sample_4
S005.1	-0.328520919687254	-0.953344583423729	Sequence	sample_5
S006.1	1.69999767606213	-0.034033413164672	Sequence	sample_6
S007.1	-1.20288842375066	-1.39935802552897	Sequence	sample_7
S008.1	-2.4374214633629	-1.70441211410432	Sequence	sample_8
S009.1	-0.522425807046067	-0.436614400634937	Sequence	sample_9
S010.1	1.22312598578017	-0.380151726647577	Sequence	sample_10
S011.1	0.464360832600908	2.0076490143483	Sequence	sample_11
S012.1	0.0771507633852032	-1.90824215066596	Sequence	sample_12
S013.1	0.0778911858368147	-0.378113589956182	Sequence	sample_13
S014.1	-1.95267906129178	0.317429656379543	Sequence	sample_14
S015.1	0.0730349219812724	0.657328705939835	Sequence	sample_15
S016.1	1.48601915794858	0.282648145285716	Sequence	sample_16
S017.1	-0.709777405545421	1.12636995945637	Sequence	sample_17
S018.1	0.364389631660077	0.159133355717513	Sequence	sample_18
