SpeciesID	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10
Lactococcus_lactis	0.00350521750757582	0.000725432376028079	0	0	0	0.008141170702506	0	0.0011587819846391	0	0.00166598141672576
Streptococcus_agalactiae	0	0	0.009794684826082	0	0	0.0012548577297426	0.000626920273496003	0.00297829577553002	0	0
Streptococcus_mutans	0	0	0	0	0.00171584970717484	0.00118045865884566	0	0.000526128211635685	0.00113296450219821	0
Bifidobacterium_longum	0	0	0.00630829690961438	0	0	0.00412566092546529	0	0.000375310488718889	0.00065643457992813	0
Staphylococcus_epidermidis	0	0	0	0.000176259785608291	0.00105742510906934	0.000730476265861175	0	0.00227979642558673	0.00189908104145752	0.00149087026385472
Cutibacterium_acnes	0.00201094603504962	0	0	0.000270462827767483	0	0	0	0.00092552085195176	0	0.00267613067560426
Helicobacter_pylori	0	0.00470747099489192	0.00131983198497819	0.00910885579392606	0.00291510453486475	0.00410513337121604	0	0.00218345087065137	0.000191683918053999	0
Clostridioides_difficile	0.00156814490706438	0	0.00459160426445786	0	0.00131513500447467	0	0	0	0	0
Bacteroides_fragilis	0.00409842560243135	0	0	0	0.00344038161323006	0	0.0051668103104114	0	0	0.0054390444075994
Lactobacillus_fermentum	0	0	0.00232043202854812	0	0.00645809980309818	0	0	0.000841191073380014	0	0.000771142239359869
Finegoldia_magna	0.0100888331202719	0.00345407457659094	0.00330333469566618	0.00142760905550159	0	0	0	0.000844055520582288	0.00310621387883676	0.000908865883082162
Bifidobacterium_adolescentis	0	0	0.00132789065137976	0.00252657418079944	0	0	0	0.00282167627800914	0	0
Rothia_mucilaginosa	0	0	0	0.00118666122577643	0	0	0	0.00367706455393452	0	0.00236124147448885
Lactobacillus_acidophilus	0	0	0	0	0.00177803330020643	0	0	0	0	0
Methanosphaera_stadtmanae	0	0	0	0	0.000620510291947734	0	0	0	0	0
Parabacteroides_distasonis	0	0	0	0.00145369564293618	0.00410578313284839	0.000975434569145181	0.00069919476328348	0.00184828542908712	0	0.00345825616085018
Clostridium_perfringens	0	0.00223399249476784	0.00876901513647166	0.00661517031743584	0.00352362017589542	0	0	0	0	0
Streptococcus_sanguinis	0.0152416330420847	0.00113555719224837	0	0	0	0	0	0.0097192423680888	0	0
Leuconostoc_mesenteroides	0.00118795700903222	0	0	0	0.00100834675333474	0.00228604579208418	0	0	0	0
Methanobrevibacter_smithii	0	0.0022193544178295	0	0.00194544712796523	0	0.00238138048175452	0.0010865373749522	0	0.00288661533688576	0.000353386674197034
Lactobacillus_reuteri	0	0	0	0	0.000646015015019948	0.00142264887851291	0	0.00494394074997636	0	0
Streptococcus_gordonii	0	0.00223935012039479	0.00254329841373968	0.00593434229816352	0.00101881857849817	0.00106258367329088	0	0.00118122011397808	0	0.00832116839748092
Campylobacter_hominis	0	0.0030052928551521	0	0	0.00777730967777421	0	0.00103377016900869	0.000936975281308506	0.000408302417216748	0
Clostridium_botulinum	0.0150454283580307	0	0.00563633961433742	0	0	0.00184815422812188	0	0	0	0
