SpeciesID	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10
Lactococcus_lactis	0.000564207313178436	0	0	0	0	0	0.000399406094271519	0	0	0
Streptococcus_agalactiae	0.00123567089985105	0	0.00307356589312961	0	0	0.000455199807964238	0	0.000806351044087253	0.00235944986819049	0
Streptococcus_mutans	0	0	0	0.00157505770890846	0	0.00142097149730625	0	0.000321418724303032	0.00190020528198743	0.000314446308253845
Bifidobacterium_longum	0.00176830059234912	0	0	0	0.00247853190166423	0.0046728453607819	0	0.00370716867048238	0	0
Staphylococcus_epidermidis	0	0	0.00104205093157687	0.00382570747753402	0	0	0.0116278058453313	0.000671882006869521	0	0.00238017967242352
Cutibacterium_acnes	0	0	0	0	0	0	0	0	0.0024101604791944	0
Helicobacter_pylori	0.00127025935466198	0.00353841526216314	0	0	0	0	0.000335873936188703	0	0.0002728932556226	0
Clostridioides_difficile	0.00412678490145194	0.0111582853119326	0.00596665336606852	0	0	0.0025361860683897	0	0	0	0
Bacteroides_fragilis	0.00265564716536829	0.0041087303299355	0	0.00479193328736699	0	0.00496241482010296	0	0.00378759920174327	0	0.00144923363646553
Lactobacillus_fermentum	0	0	0	0	0	0	0	0	0	0
Finegoldia_magna	0.000881918701545268	0	0	0	0	0	0	0	0	0
Bifidobacterium_adolescentis	0	0	0	0	0.00440748552338161	0	0	0	0	0
Rothia_mucilaginosa	0	0	0.000770557331277504	0	0.000791091081248595	0	0	0	0	0
Lactobacillus_acidophilus	0	0	0	0.000685311456535808	0	0.000527851342927951	0.00125948088564825	0	0.00584959309260998	0
Methanosphaera_stadtmanae	0.00443221971804942	0	0	0.0115442950696816	0	0	0	0	0	0
Parabacteroides_distasonis	0.0384396611944872	0	0	0	0	0	0	0	0	0
Clostridium_perfringens	0	0	0.000423918175857254	0.00819565838991628	0	0	0	0	0	0
Streptococcus_sanguinis	0.000888946048082279	0	0	0	0	0.00176156852167216	0.000415720208899006	0.000983436699474115	0	0
Leuconostoc_mesenteroides	0	0	0.00045636562452892	0.00533757918309795	0	0	0	0.00202798666566479	0	0
Methanobrevibacter_smithii	0	0	0	0.000225859432732325	0	0.000912464865684673	0	0	0.000120652942686204	0.0019969966953812
Lactobacillus_reuteri	0	0.0023140541159343	0.00266146129510919	0.000716342733480855	0	0.00153313799043423	0	0.00196366596791917	0	0.00671779024772095
Streptococcus_gordonii	0	0	0	0	0.00220275098573766	0	0	0	0	0
Campylobacter_hominis	0	0.00219999765415308	0.00155031772303837	0	0	0.000934733534124051	0	0.00301039457625117	0.000566684962090861	0
Clostridium_botulinum	0	0	0.0010119079529519	0	0	0	0	0	0.00803299734238177	0
Akkermansia_muciniphila	0	0.00134640845398924	0	0.000584053988426355	0	0.0314429628471315	0	0	0	0
Eubacterium_rectale	0	0	0.000673509813560441	0	0	0	0.00993940832386962	0	0	0
Bifidobacterium_animalis	0.000255671183392797	0	0	0.00118032131932916	0	0	0	0	0.000634748063251278	0
Desulfovibrio_desulfuricans	0.00366604735441577	0.00559954697258578	0.00102856806753608	0	0.000271449180243445	0	0.00399274210519893	0	0.00118112197668491	0
Aggregatibacter_aphrophilus	0	0.00306105063554937	0.00579773286197306	0.000967215975337035	0.00145147052075421	0	0	0	0.00126430292260507	0
Atopobium_parvulum	0	0.00103499071412856	0.00135108277563605	0	0	0	0	0	0.00155510629455078	0
Eggerthella_lenta	0.00698257132164927	0	0.00164309426717979	0	0.00190509425330482	0	0	0	0.00391158165560482	0
Veillonella_parvula	0	0.00242069559660517	0.00118644781373588	0	0.00556377869616854	0.00310196207319438	0.00131697183176678	0	0	0
Gardnerella_vaginalis	0	0	0	0.0018219317205975	0.00190356389991583	0	0	0	0	0
Lactobacillus_casei	0.0021600769680043	0	0	0.00121845739315914	0.00322284580220713	0.00373156887676913	0	0	0	0
Lactobacillus_rhamnosus	0	0	0	0.00403517518778142	0.00530955676540343	0.000251511242033199	0	0.0021188243295032	0	0
Haemophilus_influenzae	0	0	0	0	0	0	0.00135131066489403	0.00205124225049532	0	0
Mycoplasma_hominis	0.00021009932283647	0	0	0	0	0	0	0	0	0.000269797313178
Lactobacillus_crispatus	0.00445242219207694	0	0.000560081772407219	0	0	0.00423524877394378	0	0	0	0
Prevotella_melaninogenica	0	0.00761271874682743	0.00195442525142215	0	0	0.00292103195494788	0.00150110553652106	0	0.00267743767627162	0
Clostridium_saccharolyticum	0	0.00322114866123995	0	0.00468344079368103	0.00102906270949647	0.00315955289974513	0	0	0.00595682461974009	0.00480049790084988
Eubacterium_eligens	0	0.000494360064069201	0	0	0.00654803357253709	0.00768067705733209	0	0	0	0
Peptostreptococcus_stomatis	0	0	0	0.00031561628165596	0.00070541395047226	0	0	0	0	0
Streptococcus_infantis	0.000739938466304313	0	0	0	0	0.0079184979722859	0	0.0062057840503863	0	0.000385301727103929
Eubacterium_ventriosum	0.00133853006590199	0	0	0	0	0.00186671347342031	0.000272544463499725	0.00232787865085567	0.000999535636460221	0
Blautia_obeum	0	0.00265222296008563	0	0.00363714884779449	0	0	0	0	0	0
Ruminococcus_torques	0	0	0	0	0	0	0	0.0016410562490453	0.00053665399476324	0.00378222030576376
Dorea_longicatena	0	0	0.00409323565277562	0.00299342869534364	0	0.0110377229315923	0.00772336754487932	0.00264128529588391	0	0
Absiella_dolichum	0	0.000812543173127613	0	0	0.0030284904314572	0	0	0.00574625961020885	0	0.00159927622336447
Anaerostipes_caccae	0	0	0.00111044127471021	0	0.0152615826777115	0	0.00259288927252031	0.000667443658841001	0	0.006801608853867
Clostridium_leptum	0.00224718190297914	0	0.000685918249337142	0.00690312871699738	0	0	0	0	0	0
Coprococcus_eutactus	0.0018847453950357	0	0	0	0	0	0	0	0	0
Intestinibacter_bartlettii	0	0.00839035712783255	0.00334813078252272	0.00130152174947655	0.00225416367774799	0	0	0	0	0
Alistipes_putredinis	0	0	0	0.000949865241314778	0.00399723704540971	0	0	0.00175731939382445	0	0
Erysipelatoclostridium_ramosum	0	0	0	0	0.00333630123008933	0	0	0	0	0
Clostridium_scindens	0.000687267064700357	0	0	0	0	0	0	0.00469506996947214	0	0
Bacteroides_stercoris	0	0	0	0	0	0	0	0	0	0
Anaerotruncus_colihominis	0.0136691524431074	0	0	0	0	0.00398844160869432	0	0	0	0.00342267660031615
Clostridium_spiroforme	0	0	0	0	0.00475307716171233	0.00115597672552305	0	0	0	0
Anaerofustis_stercorihominis	0	0	0.0096644050253021	0	0	0	0.00227243737533766	0	0.000936562948600706	0
Bacteroides_coprocola	0	0	0	0	0.00568585876078249	0	0.0135714715117998	0	0.0047792961351294	0
Ruminococcus_lactaris	0	0	0	0	0.00531206046477888	0	0.00391500569445351	0	0	0.000616916502458228
Bacteroides_pectinophilus	0	0	0.00378315868870992	0	0	0	0.00138597674817646	0.000727416194289731	0.00251980630619483	0
Coprococcus_comes	0	0.00102699741979319	0	0	0.000604240424221098	0	0	0.00373928788288058	0.00146168244560106	0.00193956292238366
Mitsuokella_multacida	0	0	0.00213489074250295	0.00172320441557118	0	0.00453766800924007	0	0	0	0
