ID	NMDS1	NMDS2	Abd_type	SampleID
S001	-0.12508225741782	-0.00492735959929804	Taxonomic	sample_1
S002	0.0963166815062623	-0.0726476431730299	Taxonomic	sample_2
S003	-0.0238838966532436	0.0731887747382736	Taxonomic	sample_3
S004	-0.0853337890717617	-0.0822914777108189	Taxonomic	sample_4
S005	-0.0943663012076107	0.0883632737894501	Taxonomic	sample_5
S006	-0.0852570451391017	-0.0629955328752161	Taxonomic	sample_6
S007	0.0335274241052844	0.0415326445681953	Taxonomic	sample_7
S008	0.108304271708912	0.0469572635660437	Taxonomic	sample_8
S009	0.00853993042512828	0.0385179410659341	Taxonomic	sample_9
S010	0.0883740448579389	0.0279501216257174	Taxonomic	sample_10
S011	-0.0636982398921496	-0.0590065867565796	Taxonomic	sample_11
S012	0.0476329901756233	0.0442869010154836	Taxonomic	sample_12
S013	0.0722739519081293	0.092769582601551	Taxonomic	sample_13
S014	-0.03256402504757	0.131438242583293	Taxonomic	sample_14
S015	0.0742619065439015	-0.038306616054676	Taxonomic	sample_15
S016	0.0127156345334166	0.0590189214158305	Taxonomic	sample_16
S017	-0.0969025764207463	0.0488352391889652	Taxonomic	sample_17
S018	-0.0608656607027222	0.0722414418474107	Taxonomic	sample_18
S019	-0.0148852738345387	-0.00790011811255907	Taxonomic	sample_19
S020	-0.192984285662916	0.0746111513544032	Taxonomic	sample_20
S021	0.0567132080404236	-0.0912524477373496	Taxonomic	sample_21
S022	0.0130028231411117	0.0336020513791212	Taxonomic	sample_22
S023	0.0193652446800206	0.0249571375688941	Taxonomic	sample_23
S024	-0.055297785300002	-0.00865577515498516	Taxonomic	sample_24
S025	-0.0482841165882767	-0.0655382663624706	Taxonomic	sample_25
S026	-0.0908239124046496	0.0669183624100018	Taxonomic	sample_26
S027	0.209517222496919	-0.0032949173897046	Taxonomic	sample_27
S028	0.135641212818898	0.0306385534728774	Taxonomic	sample_28
S029	0.0390648454395058	-0.0139844851456364	Taxonomic	sample_29
S030	-0.0756809241252028	-0.073431386163159	Taxonomic	sample_30
S031	-0.0720485352505192	0.0470995683063104	Taxonomic	sample_31
S032	0.00413150721426263	-0.191663154285014	Taxonomic	sample_32
S033	0.0831754459513838	0.0220015878271768	Taxonomic	sample_33
S034	-0.0253768778335352	-0.0506942636984725	Taxonomic	sample_34
S035	0.117816319871879	0.0990025743833914	Taxonomic	sample_35
S036	0.0483595016334516	0.0311030050454149	Taxonomic	sample_36
S037	0.0303991444114442	0.0267030674143388	Taxonomic	sample_37
S038	0.11063851590231	-0.029762882321329	Taxonomic	sample_38
S039	0.0187213539019717	0.00508111266807243	Taxonomic	sample_39
S040	0.0177089527338703	0.0700200608076786	Taxonomic	sample_40
S041	-0.00254185803231232	0.0988455404496456	Taxonomic	sample_41
S042	0.00489155311311184	-0.112686351130532	Taxonomic	sample_42
S043	0.00707791269394809	0.0389830838387224	Taxonomic	sample_43
S044	0.0381244277954061	-0.0355293071918471	Taxonomic	sample_44
S045	0.0468935663809671	-0.102633288885158	Taxonomic	sample_45
S046	-0.0273230669384981	-0.00242926253423695	Taxonomic	sample_46
S047	0.101860444382638	-0.104442921779245	Taxonomic	sample_47
S048	0.0594282368102617	-0.0539631574688529	Taxonomic	sample_48
S049	-0.0203282034870361	0.0504335126049403	Taxonomic	sample_49
S050	0.0593976807251656	0.113613680279342	Taxonomic	sample_50
S051	0.0233916133258469	0.0505283927011818	Taxonomic	sample_51
S052	-0.0953830123998539	-0.0530507195923591	Taxonomic	sample_52
S053	0.0630905410905086	-0.0181101122998617	Taxonomic	sample_53
S054	-0.0289059568307896	-0.0932334456188845	Taxonomic	sample_54
S055	-0.030259074836495	0.0580571490608765	Taxonomic	sample_55
S056	-0.0561220706334962	-0.0207786117116055	Taxonomic	sample_56
S057	-0.0914280655896269	-0.0360499569714598	Taxonomic	sample_57
S058	-0.0515805723766158	0.0291530230034883	Taxonomic	sample_58
S059	0.0468016787738916	0.0157630933882504	Taxonomic	sample_59
S060	0.0384432355316337	-8.28874096296908e-05	Taxonomic	sample_60
S061	-0.023133641241074	0.0159475152924741	Taxonomic	sample_61
