1578	16722
1386	14998
0	7099
1624	4553
79885	3999
2	3598
186817	943
1385	871
1783272	744
186826	689
131567	515
91061	452
1239	274
33958	256
1	228
398511	188
1423799	121
521377	64
1188261	37
712961	32
1273133	27
1194971	24
1301	16
768728	16
1041521	12
2011007	11
1280	10
1336	10
2026304	10
1108963	7
1350	7
147802	7
1613	7
186822	7
1589	6
1596	6
1629	6
1639	6
185979	6
472963	6
1606	5
1665556	5
81850	5
86661	5
1236481	4
1392	4
1399	4
1598	4
81857	4
872327	4
1580	3
1590	3
1637	3
186802	3
199441	3
2756	3
393131	3
541000	3
688079	3
77133	3
86665	3
1029822	2
127891	2
1300	2
1303	2
1408	2
1411	2
1423725	2
152331	2
170720	2
1803374	2
2081964	2
362948	2
47714	2
47715	2
632773	2
710836	2
7463	2
797515	2
1046596	1
1077464	1
1140001	1
1150475	1
1160095	1
1207545	1
1234889	1
1236973	1
1247	1
1252	1
1254	1
127886	1
1279	1
1307	1
1308	1
1313	1
1358	1
137357	1
1380360	1
1393	1
1396	1
1404	1
1413492	1
1423740	1
1423749	1
1423780	1
1445	1
1450694	1
1460641	1
152268	1
1597	1
1599	1
1601	1
1601833	1
1603	1
1605994	1
1610	1
161544	1
1623	1
1633	1
1649580	1
171404	1
171693	1
174709	1
189382	1
2011014	1
2014074	1
2107999	1
2163553	1
2583219	1
28037	1
29394	1
307126	1
332949	1
33960	1
342944	1
388400	1
395085	1
396716	1
405946	1
406560	1
428127	1
445337	1
46170	1
498761	1
525309	1
525362	1
531814	1
585203	1
596325	1
704093	1
759851	1
79883	1
857292	1
885475	1
908339	1
930114	1
993692	1
