1578	13793
79885	12939
1624	11277
1386	11070
0	4001
2	813
398511	385
186826	262
1423799	215
1783272	186
1385	183
186817	164
91061	111
712961	71
1188261	68
521377	67
1273133	60
1194971	55
1239	52
33958	50
1351	40
1041521	28
768728	26
1311	21
1598	20
472963	19
498761	19
1280	17
1301	16
1350	16
483908	16
1313	15
147802	14
2026304	14
1306952	13
47715	12
306541	11
1108963	10
1234679	10
1599	10
86665	10
1522002	9
428125	9
1185650	8
1390	8
1399	8
1597	8
1639	8
645657	8
1336	7
1408	7
1450694	7
1580	7
1589	7
1642647	7
2011007	7
29465	7
492670	7
86661	7
1392	6
1413431	6
1590	6
1613	6
33938	6
393131	6
1236970	5
1352	5
1423725	5
1596	5
1606	5
1773	5
1834173	5
28037	5
362948	5
525309	5
575599	5
89059	5
1403932	4
1665556	4
1938374	4
33934	4
791166	4
79880	4
986075	4
1001583	3
1212764	3
1236481	3
1262815	3
1302250	3
1303	3
1402208	3
152331	3
1623	3
1701325	3
1739315	3
1802701	3
186802	3
199441	3
2078	3
214326	3
46170	3
47714	3
55079	3
568704	3
797515	3
886559	3
1122153	2
1138822	2
1140003	2
1150475	2
1200793	2
1218173	2
1236973	2
1247	2
127891	2
1288295	2
1288971	2
1300150	2
1318	2
1396	2
140314	2
1403942	2
1423808	2
1472719	2
157733	2
1605	2
1605994	2
1622	2
1631247	2
1637	2
171404	2
1798408	2
185979	2
1890302	2
189382	2
1895664	2
1926599	2
1987383	2
2107999	2
393763	2
43064	2
44249	2
45634	2
471514	2
491915	2
51201	2
525362	2
55080	2
575598	2
575603	2
632245	2
665099	2
748671	2
872327	2
1005704	1
1029822	1
1042163	1
1069827	1
1082851	1
1121864	1
1122146	1
1122148	1
1127673	1
1131292	1
1131730	1
1137130	1
1140001	1
1160095	1
1185653	1
1207545	1
1221500	1
1224	1
1227275	1
1227363	1
1229153	1
1252	1
1254	1
1263103	1
1273	1
1274374	1
1284663	1
1285582	1
1291734	1
1291743	1
1296540	1
131567	1
1329200	1
1335	1
1351755	1
137357	1
137591	1
1380157	1
1380360	1
1393	1
1402	1
1403946	1
1403947	1
1404	1
1405	1
1411	1
1413187	1
1423718	1
1423729	1
1423747	1
1423750	1
1423755	1
1423761	1
1423777	1
1423780	1
1423795	1
1423801	1
1428	1
1454202	1
1460637	1
1460641	1
1468449	1
1472767	1
1473	1
1478	1
1499679	1
1499680	1
1532552	1
1548750	1
155322	1
1587	1
161544	1
162	1
1633	1
1684144	1
1705566	1
171693	1
1752736	1
1761765	1
1777865	1
179838	1
1830326	1
185978	1
186828	1
1881065	1
1882766	1
1883427	1
1898204	1
1921421	1
1926286	1
2005375	1
200903	1
2011013	1
2024555	1
2026724	1
2026777	1
2026780	1
2036016	1
2040293	1
2042038	1
2044937	1
2052186	1
2053728	1
2066052	1
2099789	1
211668	1
2234116	1
2259171	1
227943	1
228899	1
2320083	1
238013	1
2547811	1
2565925	1
2574734	1
2583219	1
2592044	1
2665160	1
272558	1
273164	1
2756	1
279813	1
28038	1
28216	1
286	1
29522	1
313627	1
319652	1
332950	1
333849	1
333990	1
334390	1
367743	1
36809	1
375175	1
384933	1
388400	1
40041	1
411463	1
411466	1
411467	1
449659	1
473788	1
47770	1
491077	1
517424	1
525310	1
525318	1
527030	1
545501	1
559301	1
562	1
59310	1
632773	1
650	1
666	1
688079	1
702452	1
704093	1
710789	1
714067	1
715	1
717785	1
759851	1
762947	1
76935	1
78258	1
784613	1
813	1
83555	1
85682	1
857292	1
885475	1
888822	1
904	1
927703	1
935836	1
942150	1
980251	1
98228	1
