C	22	1386
C	133	1386
C	150	1386
C	169	1386
C	242	472963
C	263	483908
C	272	79885
C	358	1386
C	392	1386
C	512	1386
C	623	1386
C	703	1385
C	806	1385
C	840	79885
C	856	1386
C	870	79885
C	885	1386
C	903	2
C	984	1386
C	1053	398511
C	1106	186826
U	1130	0
C	1306	1386
C	1343	1386
C	1374	79885
C	1493	2
C	1532	1386
C	1625	1386
U	1684	0
C	1843	79885
C	1869	1386
C	1890	79885
C	1907	1385
C	1995	79885
C	2242	1386
C	2326	1386
C	2392	79885
C	2415	1386
C	2434	1386
C	2465	79885
C	2502	1386
C	2522	79885
C	2543	79885
C	2565	398511
C	2625	1386
C	2655	1386
C	2685	1386
C	2754	79885
C	2783	79885
C	2802	79885
C	2822	186817
C	2854	79885
C	2875	1386
U	2897	0
U	3168	0
C	3355	79885
C	3375	79885
C	3402	79885
C	3437	1386
C	3455	1386
C	3482	79885
C	3502	79885
C	3532	79885
C	3548	2
C	3627	79885
C	3648	79885
U	3727	0
C	3918	398511
C	3997	1386
C	4012	79885
C	4033	1386
C	4054	1386
U	4109	0
C	4221	79885
C	4268	79885
C	4283	1386
C	4299	1386
C	4324	1386
C	4348	79885
C	4486	79885
C	4510	1386
C	4538	1386
C	4610	79885
C	4630	1386
C	4707	79885
C	4811	1386
C	4842	1386
C	4945	1386
C	4961	2
C	4995	79885
C	5014	1386
C	5029	2
C	5065	1386
C	5143	1386
C	5167	1386
C	5343	79885
C	5377	1386
C	5392	1386
U	5413	0
C	5705	1386
C	5922	1386
C	5943	1386
C	5982	79885
C	6017	79885
C	6078	79885
C	6101	1386
C	6127	1386
C	6148	79885
C	6172	1386
C	6211	79885
C	6232	79885
C	6262	79885
C	6296	79885
C	6461	79885
C	6475	1386
C	6511	1386
C	6544	79885
C	6764	1188261
C	6839	79885
C	6909	79885
C	6980	1386
U	7014	0
U	7250	0
C	7477	79885
C	7501	79885
C	7611	1386
C	7645	1386
C	7948	1386
C	8039	79885
C	8062	1386
C	8106	1386
C	8128	79885
C	8143	1386
C	8164	1386
C	8243	79885
C	8325	79885
C	8360	1386
C	8391	79885
C	8411	79885
C	8540	1386
C	8602	1386
C	8618	1386
C	8640	1386
C	8734	1386
C	8862	79885
C	8883	79885
C	8899	1386
C	8923	2
C	8945	79885
C	8963	79885
C	9004	79885
C	9025	79885
C	9056	79885
C	9120	1386
C	9142	79885
C	9170	79885
C	9233	79885
C	9291	79885
C	9376	1386
C	9443	1386
C	9536	79885
C	9563	79885
C	9666	1386
C	9698	1386
C	9716	186817
C	9754	79885
C	9779	79885
C	9813	1386
C	9831	79885
C	9899	1386
C	9988	1386
C	10029	79885
C	10060	186817
C	10104	79885
C	10121	79885
C	10146	79885
C	10164	79885
C	10185	79885
C	10221	79885
C	10243	1386
C	10279	1386
U	10297	0
C	10525	1386
U	10546	0
C	10823	1188261
C	10947	1386
C	10969	79885
C	10990	1386
C	11018	1385
C	11141	79885
C	11163	79885
C	11260	1386
C	11313	79885
C	11332	79885
C	11354	1236970
U	11472	0
C	11638	79885
C	11655	79885
C	11682	1386
C	11878	398511
C	11957	398511
C	11965	79885
C	11979	79885
C	11989	79885
C	12007	1386
C	12030	521377
C	12102	79885
C	12195	79885
C	12311	79885
U	12349	0
C	12412	1386
C	12431	79885
C	12478	79885
C	12487	79885
C	12533	79885
C	12548	79885
C	12567	1386
C	12723	79885
C	12772	79885
C	12795	79885
C	12861	1386
U	12973	0
C	13106	1386
C	13126	79885
C	13140	1386
C	13291	79885
C	13344	79885
C	13369	79885
C	13477	79885
C	13500	1386
C	13518	79885
C	13540	1386
C	13591	1386
C	13613	1386
C	13633	1386
C	13669	1188261
C	13801	79885
C	13902	79885
C	13953	1386
C	13972	79885
C	14092	1386
C	14134	1386
C	14162	79885
C	14191	1386
U	14208	0
C	14382	1386
C	14399	1386
C	14532	79885
U	14610	0
C	14812	1386
C	14823	1386
C	14850	1386
C	14873	1386
C	14976	1386
C	15089	1386
C	15113	79885
C	15188	1386
C	15216	186817
C	15320	79885
C	15350	79885
C	15375	1386
C	15398	1386
C	15419	79885
C	15447	79885
C	15465	79885
C	15560	1386
C	15567	79885
C	15582	1386
C	15606	79885
C	15707	79885
C	15726	1386
C	15751	79885
C	15790	79885
C	15809	79885
C	15825	1386
C	15848	79885
C	15878	1386
C	15896	79885
C	15978	1386
C	16037	1386
C	16060	1386
C	16078	1386
C	16172	1386
C	16197	1386
C	16222	79885
C	16239	79885
C	16280	1386
C	16337	1386
C	16382	1386
C	16401	1386
C	16426	1386
C	16468	1386
C	16564	79885
C	16580	79885
U	16601	0
C	16775	79885
C	16793	79885
C	16817	79885
C	16838	79885
C	16867	79885
C	16878	79885
C	16922	79885
C	16961	79885
C	17053	1386
